,Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
3932,NESR,0.3561,86.6,0.325,0.0782,0.8206,1.3453
3933,NEWA,0.0353,8.3582,0.5664,0.2667,0.678,1.3066
3934,NGVC,0.5661,28.4035,0.3703,0.0863,0.1774,1.3923
3941,NSEC,0.3083,41.9677,0.318,0.017,0.4608,0.5188
3942,NSYS,0.0621,59.1667,0.7092,0.0079,0.8453,1.8422
3944,NTZ,0.6069,1.1267,0.4108,0.2438,0.6957,1.2302
3945,NWFL,2.1776,15.0685,0.4271,0.1116,0.0179,0.0226
3948,OBCI,0.2993,10.9333,0.1801,0.1019,3.4717,7.8273
3950,OCC,0.1389,33.9286,0.3513,0.0399,1.8601,4.4177
3951,ODC,1.1264,34.7213,0.0697,0.0625,1.7281,2.6823
3955,OMAD,0.0356,59.0,0.8,0.2773,0.5776,45.4354
3957,OPHC,0.4389,5.6604,9.3017,0.15,0.0964,0.1002
3958,OPOF,0.949,22.7396,0.8137,0.0482,0.0466,0.0472
3961,ORRF,1.3575,11.902,0.6653,0.0738,0.0534,0.0602
3962,OTEL,2.7938,5.7957,6.697,0.8684,0.8986,1.2333
3963,OTTW,0.5891,21.5,0.3329,0.0378,0.0633,0.0662
3966,PATI,1.5379,12.8571,0.0119,0.0977,2.4761,3.094
3968,PBHC,0.9249,16.1443,1.9597,0.0628,0.033,0.0383
3969,PDEX,0.3724,17.3684,0.0024,0.0938,4.7781,6.7217
3970,PDLB,0.145,84.9333,0.4079,0.0158,0.0836,0.0881
3973,PFIN,0.233,32.2083,0.056,0.0188,1.0698,3.2587
3974,PFIS,3.368,13.0742,0.137,0.0894,0.0165,0.0206
3976,PKBK,2.3447,7.3992,0.7662,0.1617,0.1232,0.1318
3977,PLBC,2.7299,8.2883,0.154,0.209,0.0642,0.0705
3980,PMD,0.8324,19.1205,0.0868,0.2445,3.1534,3.4163
3981,PME,0.1695,15.0,0.2706,0.101,0.1228,0.2115
3982,PNBK,0.8185,17.378,1.8918,0.0461,0.0876,0.0968
3983,PNRG,7.0891,10.0647,0.6494,0.1424,0.6984,0.7791
3984,POPE,1.7329,42.5325,2.6336,0.1329,1.0747,2.0405
3986,PROV,0.2856,68.7143,1.0461,0.0177,0.0452,0.213
3989,PTNR,0.3388,52.2124,0.9716,0.0405,1.187,1.0904
3990,PTSI,4.0169,10.0025,1.5864,0.1721,0.8844,1.0123
3991,PW,0.2987,18.6667,1.0987,0.0964,3.5136,21.7001
3999,RBNC,1.2214,18.5806,0.3304,0.0676,0.0259,0.0429
4000,RCMT,0.2133,14.0909,1.0125,0.0998,2.3978,2.5363
4005,RGCO,0.9137,27.6842,0.8836,0.0917,0.1727,0.6452
4008,RMCF,0.5021,24.4,0.1293,0.1516,1.2276,1.8972
4010,RWGE,0.115,57.7647,0.0025,0.8625,1.3734,1.6091
4012,SAMG,0.7159,11.4052,0.0017,0.1718,2.282,2.3583
4013,SAR,2.8255,7.4608,1.4419,0.123,1.3791,1.679
4017,SELF,0.0805,49.0,0.5179,0.0166,0.8423,0.9671
4019,SFBC,2.7715,11.5426,1.4185,0.0983,0.0981,0.1045
4020,SGA,2.3163,14.4478,0.1081,0.074,2.7936,2.9611
4021,SGB,1.8254,11.082,0.4854,0.1065,0.082,0.0823
4027,SIFY,5.1722,21.2089,0.6434,0.1025,1.0643,1.1515
4028,SIM,7.3947,8.4078,0.0002,0.102,1.4907,2.9026
4032,SMTS,0.1154,14.6667,0.3245,0.1085,0.5996,0.8961
4036,SNFCA,1.2393,3.8695,0.8169,0.1262,0.9108,1.8039
4044,SSNT,0.0583,38.6667,0.3901,0.0605,0.6366,0.7838
4048,SVBI,0.6681,11.7353,0.956,0.087,0.2414,0.2586
4049,SVT,1.3544,6.461,0.0994,0.111,2.1962,4.8549
4050,SXI,2.8527,35.9375,0.4298,0.0812,1.4217,2.3798
4057,TGC,0.1475,6.3333,0.0183,0.2319,6.8942,7.9325
4060,TMSR,0.061,25.5,0.0413,0.0749,0.4104,0.7239
4062,TRCB,1.3046,11.5606,0.2815,0.0962,0.0512,0.0562
4067,TRNS,0.8279,18.6145,0.445,0.1153,1.2587,1.9155
4073,UAMY,0.0121,58.0,0.1719,0.0764,0.3426,0.5411
4074,UBCP,0.7456,13.939,0.0844,0.0846,0.0473,0.0509
4075,UBOH,2.5143,7.9761,0.8849,0.1016,0.0245,0.0369
4077,UNB,1.5835,30.2215,0.4257,0.1097,0.0761,0.0712
4078,UNTY,2.0372,10.1765,0.4333,0.1583,0.1019,0.1174
4079,UONE,3.0,0.6764,5.2099,0.8051,1.1345,1.5565
4080,USAP,1.222,12.374,0.1972,0.045,0.6139,2.9551
4082,USDP,0.8084,13.5714,2.9595,0.3042,1.5727,1.8178
4084,VBFC,2.0389,14.9265,0.9514,0.0818,0.0445,0.067
4086,VNCE,5.0446,0.9792,0.6511,0.7837,0.5784,1.8057
4092,WEBK,2.372,11.1406,1.0496,0.092,0.0573,0.0606
4093,WHLM,0.1626,36.4375,0.1005,0.0328,1.2859,1.2995
4095,WINA,7.7221,20.4633,-5.9979,-6.2651,1.8166,1.9427
4096,WINS,0.5293,156.6038,0.132,0.0383,9.9028,5.8263
4101,WVFC,1.0582,14.2672,0.4736,0.0625,0.0417,0.0439
4102,WVVI,0.3706,18.6216,0.1756,0.0601,2.2409,5.3073
4105,XELB,0.0595,18.8333,0.196,0.0109,1.2315,1.4814
4106,XTLB,0.0058,2.8833,0.0024,0.3588,32.1028,32.3913
4108,ZKIN,0.537,6.1538,0.5202,0.1895,1.1897,1.6444
