,Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
1023,REGN,22.5843,16.4901,0.0809,0.2791,3.5023,4.4688
1026,WCN,2.0754,35.8696,0.6466,0.0847,1.1775,1.2698
1030,ABM,1.4852,20.777,0.6455,0.0672,1.329,1.4776
1032,ARCO,0.1746,43.8889,1.6425,0.0939,0.6222,0.9417
1034,MGPI,2.1699,26.2903,0.1589,0.1851,1.1697,4.1274
1035,NTES,1.8739,34.2401,0.302,0.136,1.6825,1.9572
1037,LNC,7.6824,6.7513,0.4069,0.1144,6.7792,10.9698
1038,SND,0.4492,4.8261,0.2327,0.0893,1.1471,2.0321
1039,GTES,0.8464,15.3953,1.5431,0.126,1.7168,2.6725
1040,CMA,7.5882,9.3967,0.8607,0.1645,0.1362,0.1385
1041,ALK,3.5442,17.1408,0.5607,0.1165,0.5445,0.6074
1043,PFG,5.4637,8.1645,0.292,0.1358,1.5645,2.4518
1044,IRET,8.7088,6.1194,1.3793,0.2307,0.8009,1.058
1045,HUM,12.2679,23.4052,0.6141,0.1656,1.3282,1.6818
1046,TEX,1.5427,18.2583,1.4116,0.1321,0.7199,1.9947
1047,STFC,0.2967,113.4667,0.1491,0.0156,0.0788,0.0637
1049,JWN,2.6233,17.8015,2.8014,0.4473,0.4032,1.0651
1051,HFC,6.3366,8.1792,0.4075,0.1855,1.5635,2.8219
1052,PQG,0.43,33.6591,1.2738,0.0351,0.9961,2.1854
1054,ESRT,0.3769,36.4872,1.3476,0.0537,7.1843,4.5084
1055,LBRT,1.1711,7.038,0.246,0.3119,1.5986,2.099
1057,TSN,8.2639,6.9727,0.7711,0.2362,0.3961,1.1306
1058,HSBC,0.6711,13.0508,2.2634,0.0737,0.2035,0.4833
1060,PTC,0.4412,235.2667,0.7355,0.0594,0.5645,0.862
1061,CDW,4.2871,19.0258,3.2902,0.6594,1.1392,1.3545
1062,SBGI,3.5012,7.7929,2.3752,0.2082,2.8953,3.1134
1063,MMP,5.8455,9.7705,1.6157,0.5046,0.6788,0.9553
1064,PLAY,2.9721,15.6826,0.8686,0.2868,0.0904,0.4567
1066,HDB,34.8316,30.9413,1.3323,0.152,0.0882,0.1838
1067,TSE,6.9115,6.7028,1.5192,0.3805,2.0492,3.0378
1068,WAL,4.1167,9.4928,0.1377,0.1667,0.0253,0.0263
1069,SBS,4.1478,7.5449,0.6727,0.145,1.1369,1.0377
1070,ARE,3.3851,32.6459,0.745,0.0517,0.4686,1.4644
1074,MFA,0.638,9.8235,2.5351,0.0883,0.0108,0.5957
1075,ECL,4.9472,29.7677,0.8803,0.1786,0.7535,1.2692
1077,ELY,1.1083,13.7838,0.0689,0.1446,0.4464,1.731
1078,ARES,0.348,59.2667,12.5324,0.097,0.5084,0.5665
1080,LPT,3.2445,12.8466,0.9458,0.144,1.063,3.4043
1081,MKC,6.8249,21.1268,1.4758,0.2824,0.3071,0.7393
1082,WAFD,2.4402,13.0917,1.8128,0.1021,0.0217,0.0305
1083,CQP,2.6322,14.3825,20.0825,1.5925,1.8811,2.206
1085,RMD,2.211,46.9593,0.1367,0.1533,1.3152,2.0845
1087,BKU,3.152,9.9468,1.7775,0.1111,0.0137,0.0165
1088,H,6.998,9.9558,0.4452,0.2095,1.0924,1.2677
1090,AVB,7.0504,24.6879,0.6552,0.0917,0.3483,0.5941
1091,FII,2.192,12.1789,0.1575,0.257,1.5762,1.6784
1092,INCY,0.5145,122.2885,0.0091,0.0569,4.1077,4.3084
1094,TRMB,1.126,28.2655,0.7361,0.1057,0.6807,1.0321
1097,TRU,1.4927,37.8667,2.1422,0.1464,1.1745,1.5342
1099,XYL,3.0548,21.8754,0.8338,0.1983,0.9554,1.5076
1100,GPOR,2.4844,2.6626,0.6376,0.1294,0.5679,0.5865
1101,ACGL,1.7632,15.1818,0.2231,0.0803,0.6753,1.2054
1103,GRFS,0.8678,18.36,1.5108,0.1412,1.1863,2.7704
1104,MGP,0.9458,28.0957,2.9649,0.0428,0.0533,0.516
1105,SNE,358.497,14.1284,0.4533,0.1654,0.7057,0.9209
1106,MAA,1.9256,49.5855,0.736,0.0362,0.0692,0.099
1107,AEL,5.0697,5.5108,0.2905,0.1909,0.0394,0.1196
1109,TSU,1.0512,11.3369,0.084,0.1286,0.9955,0.8477
1110,WES,1.6874,16.4083,2.2406,0.1579,0.8993,0.5408
1111,QUAD,0.1645,72.4706,2.1148,0.0192,0.6662,1.1119
1112,RYN,0.7895,35.0506,0.6247,0.0657,2.8738,3.2712
1116,PPG,5.5902,18.5873,1.0834,0.2896,0.8708,1.3631
1117,WAIR,0.3282,33.6061,1.2279,0.0472,1.0936,4.0811
1118,ORI,1.2242,16.3254,0.1891,0.072,0.3432,1.0262
1119,TPC,1.6679,9.5629,0.4209,0.0461,1.915,1.9873
1120,XHR,1.7208,9.8286,0.6311,0.1062,1.083,1.7965
1123,COT,2.779,5.0691,1.1468,0.3272,0.854,1.1335
1124,DDS,7.7698,8.1398,0.4276,0.1296,0.2149,1.6578
1126,FR,1.2924,22.0305,0.7402,0.0992,1.2021,2.1289
1127,NMIH,1.6278,10.753,0.2067,0.1539,0.6439,0.695
1128,MTCH,1.7187,24.7225,12.044,3.7973,0.8046,0.9672
1131,CIG,1.1654,11.8076,1.0132,0.1166,0.265,0.3569
1132,HAIN,0.0894,329.0,0.4111,0.0056,0.8504,2.4893
1134,ECHO,1.0062,19.5481,0.4697,0.0737,1.4151,1.4752
1135,MSI,5.9073,19.3345,-4.1145,-0.7471,0.8236,1.3798
1136,PDCE,0.0306,992.0,0.4729,0.0008,0.4146,0.6223
1137,FNV,0.7476,93.56,0.0448,0.03,5.808,7.14
1140,KMX,3.6722,17.011,3.9551,0.2002,10.3172,2.6076
1141,LFC,0.4032,37.1722,0.1125,0.0358,0.1456,0.5375
1143,BRX,1.2217,12.1405,1.7237,0.1292,0.7458,0.8034
1144,LH,8.7582,14.5075,0.8692,0.1268,1.2183,1.5091
1145,PLCE,4.8689,29.4398,0.0453,0.1788,0.7922,1.821
1146,NBHC,1.9972,15.435,0.847,0.0884,0.0223,0.043
1147,FND,1.1938,21.675,0.2487,0.1988,0.1686,1.3838
1148,MOH,11.3321,10.0449,0.8852,0.4293,1.4868,1.5219
1149,SSW,2.117,5.8433,1.6778,0.1133,0.4489,0.4883
1150,FUL,3.3772,14.2012,1.9496,0.1485,1.1825,1.9957
1151,MRC,0.5536,22.2364,0.9884,0.1069,1.1072,2.5747
1152,EXR,3.2825,27.5015,1.907,0.1721,0.4956,0.7842
1157,HSY,5.6126,20.4542,3.1869,0.8419,0.4888,0.9258
1159,SEAS,0.5102,42.4808,5.8078,0.1689,0.2963,0.4718
1160,BECN,1.1837,32.5607,1.3907,0.0523,0.8071,1.5878
1161,BPOP,6.1228,7.7792,0.2097,0.1131,0.2222,0.1281
1162,PGRE,0.0386,314.0,0.8913,0.0023,4.3461,4.6091
1163,COO,2.847,90.6351,0.6116,0.0423,0.8432,2.0334
1165,WRI,2.5529,9.6537,1.0928,0.2081,1.386,1.455
1166,COMM,0.7294,22.4521,2.2688,0.0798,1.837,2.7191
1168,CPT,1.6764,54.0184,0.7032,0.0471,0.0923,0.1092
1171,MWA,0.6676,16.9701,0.79,0.1875,3.0604,4.1023
1173,GWB,2.6806,15.4552,0.1538,0.0858,0.0299,0.0398
1176,BOOT,1.0647,15.6667,0.9856,0.1346,0.0888,1.5969
1178,TKR,3.9396,9.4962,1.0646,0.1917,1.1615,2.5338
1179,RL,2.0027,54.2915,0.1724,0.0471,1.5281,2.2356
1181,CLGX,1.5127,22.28,1.7783,0.1218,0.5588,0.6873
1185,TD,5.9963,12.0686,2.1139,0.1425,0.1837,0.3478
1186,BRO,1.233,22.2258,0.5022,0.1147,1.1434,1.2156
1187,ALSN,4.9291,9.1289,3.8285,0.9697,1.1972,1.7019
1188,FAF,4.2446,10.6033,0.1718,0.1268,0.3715,0.3892
1189,BRKR,1.1477,25.887,0.3804,0.2004,1.134,2.1764
1190,G,1.4836,18.2365,0.9287,0.2008,1.1703,1.3879
1191,CFX,1.1962,18.0172,0.3662,0.0429,0.3867,1.6329
1193,GPC,5.5225,17.3635,0.911,0.2349,0.4791,1.2839
1194,ELP,5.1417,6.1863,0.7214,0.0878,1.2546,0.9974
1195,KMPR,2.936,20.4246,0.2947,0.0623,0.5002,0.5123
1196,BGS,2.6153,11.0766,1.8175,0.1916,0.632,2.2676
1197,NBIX,0.2328,310.4783,0.8081,0.0439,8.0899,8.3617
1199,JAZZ,7.4119,16.6389,0.579,0.1621,3.1505,3.5718
1200,CMCO,0.9585,35.9485,0.89,0.0541,0.9219,1.7406
1201,CRS,4.0167,13.4899,0.3673,0.1269,1.1965,3.2447
1202,AMC,1.0636,13.4945,3.7802,0.0788,0.4393,0.5883
1205,BLK,27.2965,14.6247,0.1229,0.133,0.3931,1.377
1206,IMO,2.9191,11.9102,0.2115,0.0945,0.8893,1.354
1207,CATM,0.0797,325.0,2.1718,0.0098,0.6322,0.8556
1208,POR,2.3755,19.2647,0.9888,0.0846,0.5158,0.8129
1209,GCI,0.133,65.6154,0.2939,0.0145,0.7926,1.0526
1210,ORLY,16.5345,21.1635,9.662,3.745,0.0774,0.9099
1211,GDI,1.3554,15.2612,0.9977,0.1607,1.2518,2.2321
1213,KNL,1.4822,10.9139,1.1936,0.1896,0.4465,1.2155
1214,HOG,3.2638,10.6293,4.2838,0.2996,2.4437,1.2465
1215,STWD,1.4012,13.6875,2.0553,0.0838,1.0161,21.6509
1217,UNVR,1.2165,14.541,1.9973,0.1446,0.9114,1.64
1218,TUP,3.2091,10.1186,-3.7793,-0.6628,0.4773,0.8175
1219,FSM,0.2129,17.3333,0.1295,0.0564,3.4892,3.5697
1220,XIN,0.5636,3.3333,5.0983,0.1073,0.3382,1.3198
1223,PAAS,0.0671,208.5714,0.0044,0.0068,2.0502,3.643
1226,HAE,0.8526,83.907,0.3372,0.0606,0.8614,1.3548
1227,WTR,1.0789,31.6574,1.2777,0.0955,0.2628,0.3689
1228,HOPE,1.4722,8.2361,0.5874,0.0996,0.0412,0.0448
1230,DLX,3.2313,12.0881,0.9961,0.1635,0.6735,1.1479
1232,GEO,1.1912,16.281,2.6418,0.1394,1.3252,0.8533
1234,AAP,5.8146,27.3843,0.2945,0.1194,0.3915,1.5652
1235,AON,4.7084,31.4632,1.5042,0.2732,0.2699,1.0809
1237,SKM,44298.6009,6.0916,0.4295,0.1392,0.8802,1.1623
1238,MAN,9.0035,7.5174,0.4097,0.2121,1.4052,1.4361
1243,BEAT,1.2858,45.5878,0.6452,0.1379,2.6906,2.9555
1244,TNET,2.7256,15.4228,1.1013,0.512,1.08,1.1551
1245,LZB,1.7208,17.0414,0.0007,0.1321,1.6043,2.8576
1246,FTSI,6.2375,1.0872,4.7072,6.3761,2.5385,3.0944
1247,EEFT,4.5161,22.6504,0.5093,0.1889,1.3237,1.5145
1248,BXS,1.3273,22.0922,0.0041,0.077,0.0213,0.0349
1249,CVGI,1.4407,3.8776,1.4235,0.3869,1.5487,2.3714
1250,TRI,6.132,8.1743,0.3674,0.428,1.6633,1.8396
1251,GMS,1.5344,20.2338,1.0284,0.1087,1.6368,2.7096
1252,PBI,1.1921,4.925,33.6414,2.1962,1.3692,1.4274
1254,JEC,1.1517,64.8305,0.3668,0.0279,1.001,1.4485
1255,RJF,5.8723,15.6774,0.4517,0.1345,1.3014,3.9417
1256,WWD,2.9238,27.2389,0.8101,0.1173,0.8722,1.8857
1257,SNY,3.4338,21.8933,0.4185,0.0731,0.8164,1.4145
1258,TTC,2.5769,22.0039,0.4672,0.4065,0.9055,1.6796
1259,BAM,3.7381,11.0519,4.0449,0.1202,1.3131,1.8658
1260,SHW,11.8422,33.0084,2.5045,0.2972,0.5059,1.0109
1261,AMP,15.0549,7.2429,0.8447,0.3754,2.6625,2.5996
1263,WSO,6.4908,21.4062,0.1005,0.1802,1.6355,4.0323
1264,ATO,5.4232,17.081,0.764,0.1264,0.1395,0.25
1265,SNH,1.2067,9.686,1.0592,0.0949,2.5818,3.3419
1266,HOLI,1.7759,12.4859,0.0284,0.1273,2.8086,3.0052
1268,STAG,0.7566,31.1,0.8204,0.0576,1.0931,1.7335
1269,WAB,3.0528,22.9575,1.3461,0.1029,2.119,2.7023
1272,PFGC,1.906,18.7436,1.2728,0.175,0.737,1.499
1273,MUSA,6.6251,11.7187,1.0694,0.2646,0.6762,1.1924
1275,DK,4.1502,7.91,1.0923,0.2083,0.958,1.4549
1276,CM,11.7861,9.6731,1.3324,0.1507,0.1438,0.3139
1277,SWX,3.6874,20.7317,1.0179,0.0809,0.5319,0.8947
1278,SSRM,0.0532,241.8,0.2541,0.0065,5.9048,8.8058
1280,WUBA,6.7933,27.6652,0.0369,0.0967,1.1949,1.3065
1281,IRS,36.7995,1.8576,5.5218,0.5691,1.9329,2.0536
1282,MIC,1.5941,22.85,1.0165,0.046,0.8437,1.6945
1283,TSEM,1.377,14.2004,0.2152,0.1091,3.8996,4.8496
1285,CHRW,4.8326,17.5921,0.9018,0.4166,1.7728,1.9208
1288,ASML,6.0637,22.195,0.26,0.2226,1.6928,2.7773
1289,IDXX,4.3722,42.8618,-105.1493,-39.6332,0.4837,0.8491
1292,LTM,0.3,34.3333,1.9896,0.0496,0.5311,0.5937
1294,CNK,1.8303,19.5628,1.4131,0.1481,1.0982,1.1777
1295,TCBI,5.8004,8.7633,1.7177,0.1203,0.1202,0.2238
1298,DXPE,2.0229,13.7822,0.7834,0.1161,1.8553,2.6912
1299,NWBI,1.0212,16.4466,0.2751,0.0839,0.0085,0.0126
1300,ENS,2.8536,23.7438,0.5002,0.1,2.1737,3.1322
1301,RP,0.3698,120.475,0.5612,0.0327,1.2283,1.3118
1302,TFX,4.367,58.8793,0.8499,0.0791,1.2421,2.1223
1303,EQC,2.1799,13.8295,0.0861,0.0857,43.3746,39.3662
1304,DEI,0.6831,50.1912,1.6607,0.0483,1.9827,1.9573
1305,UFS,4.4991,7.8067,0.3365,0.1115,0.9974,2.0294
1306,MTN,9.4213,29.4543,0.8007,0.239,0.7006,0.9075
1307,SPR,5.8209,12.6252,1.5315,0.4985,0.8337,1.801
1308,PSEC,0.8255,8.0482,0.6635,0.088,0.3875,1.4706
1309,LEE,0.8018,3.2262,-12.5235,-1.2252,0.7513,0.9082
1310,QDEL,1.8858,25.0359,0.2528,0.1743,0.6409,1.2107
1311,WETF,0.2394,28.913,0.5478,0.1022,2.3466,1.8833
1312,BBX,0.3617,15.4865,1.3246,0.0639,4.2969,12.398
1313,NRZ,2.8322,5.039,0.891,0.1607,0.5342,0.955
1314,HBM,0.3269,14.303,0.4986,0.0392,2.085,2.3609
1315,INVA,3.9099,4.4515,2.4928,2.5723,34.7709,34.9198
1316,BJRI,2.1703,17.5,0.6319,0.1731,0.3117,0.4923
1317,EVRI,0.176,28.6111,-10.682,-0.1135,0.9608,1.0367
1318,LCI,0.7547,17.2727,1.4013,0.0479,1.7482,2.6223
1319,FLIR,2.0414,21.239,0.2248,0.1505,2.6451,4.0905
1320,PII,5.4266,14.306,2.2643,0.3868,0.2992,1.2408
1321,JCOM,2.6109,26.2803,0.9782,0.1242,1.4027,1.4979
1323,TLRD,1.9638,11.264,637.2299,44.1163,0.4133,2.5094
1324,AHH,0.3466,39.0556,2.4793,0.0628,3.8747,7.3215
1326,MIDD,5.679,17.9912,1.1363,0.1905,0.8415,1.8993
1327,SF,5.3407,7.7276,0.5102,0.1244,0.2995,0.7523
1328,RCII,0.1587,101.1875,1.7765,0.0296,0.5397,2.5995
1329,DCP,0.621,43.4262,0.7302,0.041,0.5394,0.6675
1330,VEDL,4.7487,74.6895,1.1323,0.0236,0.663,0.8441
1332,UN,5.4755,13.3731,2.1504,0.8114,0.5356,0.783
1333,WBS,3.8131,12.8695,1.1973,0.1249,0.0057,0.0265
1335,WST,2.7929,35.0107,0.1404,0.1482,2.2051,3.1526
1336,SCI,2.4714,16.4327,2.1938,0.2724,8.1787,0.5962
1337,BERY,3.7633,12.7851,4.0839,0.3466,1.0687,1.8472
1338,ENIA,0.0206,8.5277,0.9481,0.1787,0.7145,0.6615
1341,CCK,3.2473,12.6738,9.2455,0.4685,0.5645,1.0424
1343,WNC,1.2389,10.7213,1.0677,0.1465,1.1549,2.0223
1344,CSGP,6.5441,51.0348,0.0013,0.0789,7.7168,7.8704
1345,ETR,4.6851,18.391,2.0502,0.0975,0.2931,0.5434
1346,TTMI,1.1981,5.7917,1.1955,0.1228,1.1579,1.7928
1347,FLS,0.9145,41.7802,0.903,0.0729,1.3063,2.2046
1349,IAC,7.5073,24.3404,0.7947,0.2205,2.8685,3.1268
1350,VIRT,1.5295,9.1348,0.8746,0.2752,1.1856,1.1917
1351,UCTT,0.938,8.6421,0.7821,0.0839,1.8026,3.3233
1352,WBT,0.5577,19.8393,7.1776,0.4195,0.5749,1.1632
1353,ANGI,0.1559,100.4375,0.1978,0.0589,1.934,2.3561
1354,BCOR,1.0555,28.3404,0.4288,0.0833,2.5695,2.7302
1356,CRH,3.0049,7.5808,0.5812,0.1573,1.0859,1.5646
1357,GHL,1.9126,16.7123,5.1229,0.6289,3.5956,2.7943
1358,IPI,0.0899,28.8889,0.119,0.0282,1.6958,4.1792
1359,HIW,1.6363,23.5915,0.9752,0.0803,1.3066,1.4481
1360,BLDR,1.7885,6.095,2.6181,0.3441,1.0023,1.8786
1361,CNXM,1.8959,8.5684,1.4398,0.4044,0.574,0.6227
1363,CPS,6.0629,10.3189,0.9996,0.1296,1.0102,1.5309
1364,CHEF,0.6807,44.1268,0.9014,0.0661,1.6263,2.6185
1365,APH,3.999,20.255,0.8889,0.3,1.2579,1.865
1366,REXR,0.3895,70.1667,0.4035,0.0246,3.4471,3.608
1371,GPRE,0.3845,33.6154,0.5456,0.0168,0.4459,1.4473
1372,TERP,0.0592,160.2857,2.7869,0.006,0.8028,0.7282
1373,RS,8.9973,8.0418,0.4717,0.1356,1.9604,4.6989
1374,HIBB,1.8351,12.5,0.01,0.1096,0.6935,3.0006
1376,HEI,1.9507,42.7704,0.3808,0.1854,1.0512,2.5982
1377,CFR,6.9882,12.6169,0.0698,0.135,0.1389,0.1476
1378,YPF,98.156,5.1285,0.9328,0.1075,1.0315,1.1645
1379,LGIH,6.8356,6.5631,0.9944,0.2367,0.5735,8.7372
1381,REG,1.4703,39.9184,0.5806,0.0389,1.0934,1.5756
1384,RPM,2.5258,19.4118,1.3332,0.2071,1.3492,2.4544
1385,BNS,6.972,10.1971,1.6365,0.131,0.3763,0.3887
1386,BWXT,2.2989,16.6943,3.2582,0.9631,1.1679,1.4375
1389,WOR,3.2123,14.9844,0.8167,0.212,1.0738,1.9186
1391,NUVA,0.2427,206.5,0.722,0.015,1.7649,3.4448
1395,DNKN,2.7835,23.3164,-4.2681,-0.3225,1.3658,1.5076
1401,COLD,0.3122,82.3871,2.128,0.0679,1.6136,1.8102
1404,FMX,14.4102,149.2628,0.5438,0.1212,1.2025,1.7504
1408,EV,3.224,13.5285,1.3148,0.3449,3.4792,7.4873
1410,PKG,7.8097,10.6726,0.9365,0.2762,1.8215,3.0495
1411,CINF,1.7636,43.9886,0.1065,0.0366,0.7086,0.7086
1413,NAV,3.4389,9.7355,-1.3907,-0.0865,1.1056,1.3491
1414,DENN,0.6981,23.5652,-2.378,-0.3277,0.3486,0.5025
1415,CLX,6.3548,20.9608,3.4201,1.1336,0.6092,1.0925
1416,VGR,0.3927,26.3259,-2.9975,-0.106,1.5475,1.7987
1417,HII,19.4625,9.9691,0.8463,0.5515,0.269,0.9541
1419,PRGO,0.9643,40.7895,0.5721,0.0231,1.0565,1.8877
1420,RRR,1.3517,8.9079,5.4951,0.3032,0.5083,0.7851
1421,SINA,1.7583,29.9665,0.3541,0.0462,2.5972,2.9141
1422,PRAH,2.3687,38.3167,1.0357,0.1473,0.793,0.8704
1423,MSA,3.2276,29.1858,0.5701,0.1959,1.5734,2.328
1425,ACM,0.8488,38.1163,0.8861,0.0333,0.6843,1.1628
1426,HLI,2.6151,15.8152,0.0129,0.202,0.8218,0.8553
1427,CMP,2.0324,20.6386,2.5263,0.1274,1.1952,2.5457
1430,CZZ,8.5656,8.542,3.5655,0.3149,1.5343,1.9163
1432,SPB,14.3853,3.581,2.9414,0.4859,0.6449,2.7792
1433,IFF,3.1636,35.2415,0.7547,0.0559,1.4059,2.6073
1438,RYI,2.8309,2.2324,15.7555,1.4481,0.9583,2.4835
1439,MAC,0.4255,103.0476,1.8055,0.0203,0.3009,0.3009
1441,IQV,1.2802,91.4724,1.6394,0.0386,0.9428,1.0962
1442,WNS,1.7283,26.0058,0.1801,0.1746,2.186,2.3948
1443,WTFC,5.9399,11.1748,0.4203,0.105,0.1086,0.0912
1445,VIV,5.2871,9.332,0.0857,0.1247,0.7058,1.0701
1447,FCF,1.0812,11.0826,0.1821,0.1102,0.0149,0.0176
1448,VG,0.1491,58.2,0.9691,0.0667,0.404,0.626
1449,SNP,0.5089,9.5656,0.2152,0.0859,0.4559,0.8921
1451,RPAI,0.3603,31.0,0.9269,0.0445,0.7459,0.8036
1452,WLH,2.4261,4.4174,1.5462,0.1061,0.1555,8.9145
1458,CETV,0.6236,6.1778,3.4418,0.6886,1.8283,2.678
1462,AMKR,0.5306,12.3774,0.7278,0.0694,1.2193,1.4427
1464,TBI,1.6241,13.5671,0.1353,0.1112,2.8281,1.9059
1469,BHE,0.522,43.2245,0.1361,0.0202,1.7244,2.6129
1470,PZZA,0.0522,796.2,-1.9457,-0.0052,0.6302,1.0583
1471,BGI,0.7848,1.3333,1.3898,0.434,0.0973,1.3027
1472,BCE,3.091,17.2146,1.1985,0.1438,0.329,0.5555
1473,POOL,5.8232,25.5412,2.9821,1.0486,0.7335,2.9948
1474,EQM,2.0068,17.7984,0.848,0.1388,0.5204,0.549
1475,MGRC,3.2845,15.6474,0.5232,0.1389,1.3487,1.699
1479,MMSI,0.7663,69.7625,0.4236,0.045,1.2342,2.4514
1480,PTN,0.1243,8.1667,0.233,0.9161,3.5306,3.5784
1481,ENIC,7.3679,603.6585,0.6395,0.1057,0.7399,0.8189
1482,SPXC,1.8713,14.8201,0.9202,0.1957,0.7186,1.2726
1483,ARCH,16.627,5.2195,0.4512,0.4435,2.0574,2.6684
1486,AWK,3.1396,28.7247,1.4685,0.0967,0.308,0.373
1487,REDU,1.2996,21.8262,1.2833,0.3137,1.0317,1.0965
1488,R,5.148,9.2596,2.6214,0.1077,0.5206,0.6229
1490,BKH,4.3092,13.2168,1.4403,0.1185,0.4548,0.7772
1491,AVD,0.798,18.3012,0.2936,0.0735,0.9634,2.1315
1494,GPN,2.8572,36.186,1.4608,0.1133,0.477,1.0329
1497,HE,1.8532,19.7946,0.7375,0.104,0.6432,1.0916
1498,SJI,0.2066,132.381,2.4556,0.0139,0.2982,0.4195
1499,CCOI,0.6169,71.7619,-5.3371,-0.1924,4.2201,4.6521
1500,SEDG,2.8159,12.3158,0.0358,0.2291,2.174,3.0007
1504,CSGS,1.9842,15.5735,0.9967,0.1832,1.2441,1.7111
1508,SUPN,2.124,15.5962,0.7273,0.245,2.8443,3.0584
1510,UGI,4.1337,13.3172,1.2535,0.1952,0.7913,1.0901
1514,CBD,4.4264,19.1924,0.4071,0.0847,0.1582,1.1073
1515,SMG,1.1491,69.7699,5.6864,0.1796,0.5621,1.4456
1519,WAT,7.8393,24.4682,0.7327,0.3789,5.1312,5.9322
1521,FLOW,1.034,29.25,0.803,0.0462,0.7322,1.5515
1522,MKSI,7.2777,8.9488,0.1857,0.2097,3.8499,5.5609
1523,CWT,1.3644,35.0441,1.2053,0.0898,0.5297,0.5876
1525,MTB,13.0811,11.2259,0.4894,0.1188,0.1866,0.1147
1526,CRL,4.7066,23.9788,1.2662,0.1718,1.1961,1.6084
1527,CDK,2.8935,23.3,-7.1839,-1.0439,2.1499,2.4933
1528,FDS,6.9629,33.2449,1.0929,0.5079,1.7841,1.9487
1529,JLL,10.624,11.8985,0.2726,0.1312,1.0014,1.0933
1530,HSC,1.7065,11.6824,2.2449,0.5109,0.8809,1.4509
1531,LNTH,1.0534,14.7642,3.7528,0.5707,2.9789,3.7042
1532,SAIL,0.0415,587.25,0.0259,0.0096,1.4362,1.6118
1533,PNM,1.0686,38.4019,1.7212,0.0507,0.3188,0.5903
1534,AT,0.3346,6.5758,-101.8261,-5.3913,0.9154,1.176
1535,PACW,3.8214,8.9462,0.0941,0.0964,0.0189,0.0285
1537,OLLI,2.0694,25.3125,0.0615,0.1602,0.2962,2.2211
1539,RUSHA,3.586,9.7127,1.5871,0.1303,0.2245,1.1303
1542,AVY,5.3904,16.7907,2.0586,0.4894,0.713,1.1525
1543,WMS,1.1021,24.75,1.2345,0.2016,0.8567,2.0722
1544,MCFT,2.1223,13.9296,1.4309,0.755,0.2637,0.7305
1546,AVA,2.0769,20.4231,1.1869,0.0769,0.2822,0.5424
1547,WLK,7.711,8.6384,0.4773,0.1782,1.5131,2.4024
1548,PSA,8.539,23.646,0.1548,0.1876,0.9681,1.0292
1549,AAWW,10.573,3.9802,1.1943,0.1308,0.6331,0.7702
1551,USCR,1.7836,19.3846,2.2859,0.096,1.0478,1.2815
1553,NTB,3.5687,8.831,0.1621,0.2212,0.2198,0.229
1555,ERI,1.2306,29.439,4.102,0.0925,0.8282,1.4252
1557,STE,3.4287,26.614,0.4105,0.0907,1.831,2.4837
1559,FOXF,2.2123,26.9955,0.185,0.2616,1.1039,2.3965
1561,AZPN,4.1121,23.2654,0.4167,0.72,0.5983,1.6853
1562,DCI,1.3979,34.5652,0.6331,0.2102,1.575,2.3982
1563,FTAI,0.071,204.8571,1.2409,0.0059,0.7866,0.7883
1564,DSS,0.0871,8.1444,0.3215,0.1934,0.8604,1.2013
1566,AIZ,3.816,22.36,0.3717,0.0491,0.5763,0.5889
1568,SBLK,0.9102,12.0263,0.9487,0.0384,1.1286,1.3418
1569,CWST,0.1496,189.9333,-34.3797,-0.4055,0.708,0.8708
1570,BURL,5.639,20.1773,12.9874,4.4351,0.2079,0.9829
1571,LEG,2.3455,15.7193,1.0104,0.2644,1.0294,1.8691
1572,COR,2.1233,39.1166,4.6629,0.3213,0.1453,0.4918
1573,AAN,2.8604,14.8063,0.2398,0.1114,0.2632,0.5754
1574,SOI,0.9002,7.5562,0.0665,0.2138,1.8345,2.2863
1575,PRA,0.8773,46.0909,0.176,0.0309,0.894,1.3312
1576,GPMT,1.4492,12.4345,3.1329,0.0762,0.1284,3.4357
1577,NBLX,3.9556,7.2828,0.9772,0.2845,0.6248,0.6808
1578,INT,1.8994,11.328,0.3861,0.0703,1.0052,1.3539
1579,UMBF,3.92,15.3577,0.0359,0.0877,0.1411,0.1218
1584,BC,3.0586,15.33,0.7714,0.1676,0.522,1.4962
1586,OCSL,0.3317,15.0606,0.4883,0.0545,0.7104,0.9925
1587,MBUU,1.3453,31.7007,0.8074,0.2055,1.3191,2.0481
1589,HTLF,3.3927,12.4153,0.197,0.0883,0.0284,0.0428
1590,BLKB,0.9232,66.2105,1.0357,0.12,0.668,0.7422
1591,SNN,0.7442,24.5921,0.3006,0.136,1.1481,2.1003
1592,CUBI,1.8063,10.0552,1.5478,0.0749,0.0072,0.013
1594,CADE,1.9882,8.4322,0.2232,0.1156,0.0715,0.0788
1595,AJRD,1.7535,19.5722,1.4845,0.3259,1.0036,1.4053
1596,APAM,2.0575,7.7852,1.1055,1.1723,4.2045,4.3715
1599,ST,3.6492,12.631,1.2517,0.2296,2.0496,2.9958
1600,IPAR,1.7168,38.1221,0.1029,0.1202,2.1368,3.0453
1601,CRTO,1.3159,17.0827,0.0037,0.0939,1.3849,1.5427
1602,AKR,0.3855,62.5263,0.9613,0.0215,0.9202,2.6303
