Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
INNT,-0.9268,0.0,-1.4202,6.6034,0.5739,0.6342
LANC,4.9244,28.359,0.0,0.2074,2.9724,4.0406
PRGX,0.1945,47.35,0.3257,0.0692,1.7652,1.8082
CHDN,8.665,9.5215,1.8684,0.7454,0.7876,0.9412
DQ,0.1407,7.8,0.3822,0.0726,0.8626,1.0682
TYL,3.7983,48.3906,0.0,0.1113,1.1642,1.224
AKTS,-0.9778,0.0,0.8278,-1.5696,5.681,6.0015
SLP,0.5145,40.0962,0.0,0.2799,3.5013,3.6926
RICK,2.2341,13.2422,0.9165,0.1415,0.74,1.0874
ENTA,3.7134,22.4893,0.0,0.1828,23.4972,23.7372
EXPO,1.3892,36.438,0.0,0.2302,3.1979,3.3225
FRGI,0.2857,53.4828,0.3322,0.0324,0.2956,0.9536
HBIO,-0.0784,0.0,0.7349,-0.0353,1.1627,2.2689
DAKT,0.1251,69.3077,0.0,0.0281,1.1047,2.0116
AREX,-0.2107,0.0,0.6534,-0.0338,0.6057,0.7698
AAON,0.8172,43.284,0.0,0.172,1.167,2.9303
SKY,1.8829,65.0606,0.5816,0.1031,1.0687,1.5744
NSTG,-2.5104,0.0,1.5839,-2.0993,2.5809,3.0548
MOV,-0.6637,0.0,0.0532,-0.0324,2.9703,4.8018
GTS,-2.6257,0.0,0.0316,-0.077,0.4927,0.5005
CDMO,-0.477,0.0,0.0,-0.3913,1.2458,1.7914
ARC,0.1938,10.25,0.9068,0.0633,1.0805,1.4253
KFY,2.3667,22.3682,0.1942,0.11,1.6476,1.8162
GIB,3.9776,21.4677,0.2694,0.1707,0.5339,0.9951
BCEI,8.1866,2.5207,0.0579,0.1947,1.2737,1.3552
DFIN,2.1584,6.4358,1.6049,0.3257,1.1099,1.255
NNI,5.5962,9.3968,9.604,0.0989,2.9023,56.41
FLDM,-1.5007,0.0,2.3859,-0.8183,2.9815,3.3821
CGIX,-22.0279,0.0,0.3711,-2.9951,0.0457,0.8841
RMAX,1.5239,20.2303,0.473,0.0562,1.7298,1.8659
CRVS,-1.603,0.0,0.0,-0.4254,16.3081,16.4493
HRI,2.4247,10.6955,3.9743,0.1207,1.2039,1.3382
LDL,2.0074,10.0049,0.8796,0.0946,1.6002,2.613
PRLB,2.8292,39.7148,0.0,0.1414,3.621,4.0839
TECD,3.0572,32.6612,0.5606,0.0399,0.8459,1.2536
MMI,2.2575,15.3946,0.0187,0.213,3.8454,3.9991
CR,5.6452,12.8206,0.6228,0.2202,1.2837,1.8413
CEQP,-0.1306,0.0,0.9465,0.0274,0.8091,1.1421
CRWS,0.2995,19.5,0.2406,0.0768,2.3073,5.8565
LNN,1.8849,50.672,0.4202,0.0732,2.8703,4.1333
TCBK,2.2461,13.1479,0.0689,0.0826,0.0423,0.047
SNDX,-2.978,0.0,0.0,-1.3943,5.0302,5.1752
CLNC,-1.3176,0.0,2.0712,-0.0622,0.7905,6.9354
INGN,2.4089,50.8893,0.0,0.167,5.9545,6.7529
GSBC,4.7399,9.6905,0.188,0.1262,0.0502,0.0705
PEN,0.1913,643.1579,0.0,0.0156,4.2806,6.2173
AGR,1.9255,26.0885,0.4204,0.0394,0.3995,0.6535
ANIP,1.3067,34.3664,0.9278,0.0785,0.6818,0.9235
CETX,-6.8307,0.0,0.2295,-0.2619,0.75,1.4571
GNCA,-2.5684,0.0,2.0207,-3.7915,2.4857,2.5212
LQDT,-0.3616,0.0,0.0,-0.0896,1.2168,1.504
PRSC,-1.9715,0.0,0.0034,-0.061,1.1181,1.4766
TKC,0.9187,12.8106,1.2659,0.1269,1.2116,1.5619
CRK,-1.051,0.0,2.1825,0.3017,0.7053,0.7681
CYOU,0.7998,11.5696,1.0401,0.1016,1.7173,1.7484
FATE,-1.0322,0.0,0.0928,-0.415,7.3996,7.5265
NWN,2.2385,26.9911,1.3512,0.0902,0.293,0.5521
OSS,-0.0801,0.0,0.0694,-0.0428,1.3897,2.2022
TSQ,-1.7382,0.0,1.6319,-0.0968,1.8832,2.3062
CODI,-0.0952,0.0,1.2845,-0.0066,0.9809,2.6272
PBPB,-0.3573,0.0,0.0,-0.0933,0.8445,1.3581
WAAS,-0.7754,0.0,0.9498,-0.0616,2.9569,2.4777
TACO,1.2894,9.3876,0.4133,0.1198,0.1874,0.3587
AVAV,0.7472,71.7105,0.0,0.0437,5.3287,6.4271
IPGP,7.566,15.0053,0.0206,0.1832,5.2906,7.3459
TTOO,-1.1615,0.0,3.7212,-4.4922,1.0091,1.0824
SAM,7.9742,30.4861,0.0,0.2013,1.1822,1.9215
DSX,-4.8759,0.0,0.9626,-0.8191,1.9071,1.725
IIPR,0.5762,59.7237,0.0,0.0264,23.3094,2.2787
AMPH,-0.1245,0.0,0.151,-0.0173,1.3618,2.0625
CNMD,1.4524,44.2759,0.6899,0.0617,1.2368,2.326
NDLS,-1.1053,0.0,1.6069,-1.0452,0.1321,0.5028
ABCB,2.5479,11.2705,0.0762,0.0831,0.0714,0.0849
BPMP,1.2702,13.7158,6.6974,1.9041,6.0271,6.5031
PJC,3.3717,17.418,0.0738,0.0842,1.4847,1.5569
CYTK,-1.9427,0.0,1.6354,-4.0984,9.0548,9.3572
NTGR,-0.2901,0.0,0.0,-0.0146,1.5053,2.2342
FONR,2.8981,8.4019,0.0035,0.2152,4.413,4.604
UNF,8.5636,21.1952,0.0,0.1119,2.3748,3.9544
RDWR,0.2659,87.3462,0.0,0.0322,2.826,3.0418
GIFI,-1.351,0.0,0.0,-0.1013,1.8125,2.8512
BGSF,1.7277,11.2842,0.3058,0.2671,2.2601,2.1382
CACC,29.7263,12.9322,1.3926,0.2883,1.7377,32.1926
OSIS,-1.6117,0.0,0.7442,-0.0595,0.6667,1.4678
NEP,2.9815,14.1148,1.4642,0.0818,0.3434,0.3958
EPM,0.5914,18.6441,0.0,0.2538,7.138,7.2564
CNA,2.9955,14.7659,0.2389,0.0725,0.3074,0.3222
CRY,-0.0768,0.0,0.7885,-0.0103,2.7132,5.1898
LAUR,1.7022,8.514,1.3122,0.1796,0.6797,1.0227
SSD,2.7548,19.7555,0.0,0.148,2.0203,3.9552
TSLX,1.8203,9.7258,0.5705,0.1119,0.0673,0.155
CLUB,0.0028,0.0,-2.8019,-0.0011,0.5377,0.6512
PVAC,14.9123,3.6209,1.1431,0.5025,1.1351,1.2076
OLBK,1.602,15.2139,0.1025,0.0734,0.0176,0.0277
TNC,1.8434,28.0161,1.1295,0.1063,1.2145,1.8827
PNNT,0.6817,11.0147,0.8364,0.0759,0.6653,1.6582
AGIO,-5.9477,0.0,0.0,-0.5033,6.3714,6.5643
UGP,1.0338,24.7532,1.6094,0.1218,1.7945,2.5583
CO,2.9606,30.1325,0.0,0.0762,9.5269,9.4162
TDY,9.2519,22.2178,0.3352,0.1497,0.9771,1.5461
SFE,-0.757,0.0,1.0477,-0.2333,1.4013,1.4823
TRTX,1.5916,10.7529,0.9524,0.0806,2.7849,90.3466
RUTH,1.3528,16.1206,0.4549,0.4624,0.2576,0.3817
SRCE,3.174,12.7658,0.1666,0.1081,0.0183,0.0448
HURN,0.605,81.4444,0.5493,0.0252,0.5078,0.5568
MNDO,0.2659,8.4444,0.0,0.2447,5.2197,5.4447
PSDO,1.4452,9.2808,1.1377,0.1761,1.0414,1.0652
HABT,0.1066,76.0714,0.0,0.0224,0.8288,0.9664
AKG,-0.6949,0.0,0.0,-0.4577,3.7207,3.7725
CSS,-4.0045,0.0,0.1595,-0.144,2.0499,3.9778
EARS,-47.5315,0.0,0.3933,-3.15,1.2558,1.3293
SRI,1.8904,12.9737,0.3478,0.1901,1.4946,2.1735
WLDN,0.9172,31.4815,0.4994,0.0695,0.8597,1.4905
MEI,1.5524,25.9091,0.0917,0.0908,2.858,3.5032
SBSI,2.1086,14.9764,1.2501,0.1014,0.0301,0.0346
OPTT,-11.0697,0.0,0.0022,-0.9923,3.3898,3.5413
WSC,-0.4724,0.0,2.6269,-0.0768,0.8009,0.9529
QCRH,2.7511,10.9897,0.9374,0.0911,0.0885,0.06
HSKA,0.7708,106.2963,0.049,0.0478,1.6123,3.0647
CVTI,2.3167,8.2759,0.6927,0.1239,1.4992,1.6621
USPH,2.7492,78.1298,0.1845,0.1615,1.7847,1.8885
JOE,0.5335,25.3269,0.4718,0.0625,6.5712,7.4389
RMR,3.0808,15.5875,0.0,0.4126,10.3818,10.4598
CARA,-1.8763,0.0,0.0,-0.5539,4.0319,4.157
CMRX,-1.3696,0.0,0.0008,-0.3912,14.4115,14.6119
WATT,-1.9483,0.0,0.0,-2.7675,5.5364,5.7116
CEI,-208164.605,0.0,-1.3329,0.9187,0.0359,0.0416
TARO,5.2119,18.6122,0.0,0.0958,8.1205,8.7906
SBCF,1.4232,18.5857,0.5218,0.0778,0.0229,0.0258
TRTN,4.3763,7.0936,2.9841,0.1586,0.3861,0.3862
NNBR,-6.2812,0.0,2.0005,-0.6278,1.044,2.0561
SBT,1.1972,5.7917,1.1013,0.1894,0.0209,0.0261
PARR,0.8594,16.6824,1.5081,0.077,0.4656,1.1565
OSB,4.2939,6.1981,0.6683,0.4508,0.7631,1.4022
SSTI,-0.2518,0.0,0.0,-0.1589,0.8859,0.9388
NNA,-8.5346,0.0,3.1703,-0.2271,1.613,1.1282
PRPO,-9.8324,0.0,0.8337,-2.5631,0.0778,0.1303
SPKE,-0.2665,0.0,3.1969,-0.0259,1.4955,2.0569
REX,6.0465,13.5631,0.0,0.1041,9.3416,10.9323
EXTN,0.6875,26.0294,0.7305,0.045,0.5859,1.2378
FRME,3.2047,10.6099,0.4028,0.113,0.0263,0.0294
CBPX,2.0152,12.599,0.8041,0.2265,2.2558,3.0877
IDCC,1.8872,35.9081,0.3388,0.0682,5.4673,5.7095
ROLL,3.5876,32.5549,0.2077,0.1044,1.6259,4.5973
SNNA,-3.4754,0.0,1.1333,-2.764,2.0004,2.0704
NSSC,0.4087,36.7073,0.0,0.1205,2.983,5.7119
NEO,0.0655,180.1429,0.3505,0.0082,1.4236,1.7016
FPI,-0.0135,0.0,1.7613,0.0416,1.9048,2.3021
GLOB,1.459,38.8414,0.0378,0.1527,2.6611,2.293
EMKR,-0.6348,0.0,0.0,-0.1634,3.0318,4.2662
BNED,-5.3835,0.0,0.4197,-0.5397,0.281,1.498
FBNC,3.0034,10.8146,0.5326,0.1168,0.0993,0.1053
SLRC,1.5824,12.1456,0.5157,0.0728,1.4573,0.7908
CPF,2.0391,12.0545,0.2074,0.121,0.0198,0.0245
MTBC,-0.5886,0.0,0.0129,-0.055,2.6727,3.1961
NEON,-0.5222,0.0,0.1439,-0.2585,3.6252,4.537
NXE,-0.0067,0.0,0.836,-0.0137,19.3271,19.289
PBFX,1.6638,11.6185,28.3887,3.6032,0.9771,1.0468
RCUS,-1.1156,0.0,0.0,-0.2111,15.1656,15.2907
AMRC,0.8262,16.988,0.6529,0.1008,2.5092,1.3968
SD,-0.2542,0.0,0.0,-0.0107,0.4749,0.5345
EGLE,0.1732,25.6111,0.6896,0.0262,1.381,1.8807
MTEM,-0.8299,3.9608,0.0322,-0.3002,3.1537,4.0446
EGBN,4.4332,10.9707,0.1957,0.1373,0.0892,0.0495
THG,9.2364,12.6786,0.221,0.1323,0.4378,0.809
NOAH,28.268,21.6135,0.0248,0.139,2.9231,3.2079
IDA,4.5007,20.68,0.7741,0.0957,1.6009,2.3111
MED,4.6627,26.7709,0.0,0.5113,1.6916,2.4123
FRBK,0.1467,39.8,0.0449,0.0352,0.0292,0.046
PEBO,2.3653,12.438,0.2692,0.0889,0.0231,0.0261
ODT,-3.316,0.0,0.0,-0.7174,7.6505,7.6779
LOB,1.2815,11.5703,24.3132,0.1042,0.1051,0.3251
MCRI,1.9055,19.9686,0.3138,0.1132,0.6258,0.7853
CRNT,0.2953,13.0345,0.0,0.1444,1.5604,2.0468
WMK,2.3324,20.5064,0.0,0.0613,0.5591,1.7556
IDT,0.1693,30.8824,0.0,0.1372,0.7627,0.8962
INSG,-0.1098,0.0,-3.8338,0.2214,0.9633,1.5714
RTTR,-3.3841,0.0,0.0,-1.7971,2.4945,2.5747
TNP,-1.5404,0.0,1.0675,-0.0664,1.1396,1.2485
NGS,0.0325,548.0,0.0016,0.0016,5.4675,8.8068
CPSI,1.2517,19.9206,0.8203,0.1103,2.0915,1.8164
AGS,-0.5904,0.0,3.8871,-0.1535,2.4349,3.1776
SCPH,-1.5856,0.0,0.144,-0.3739,13.4362,13.7709
GPRK,1.195,11.6134,3.1254,0.5063,0.7075,1.1886
CLCT,0.6916,20.375,0.2103,0.4371,1.1016,1.4811
CDXC,-0.6046,0.0,0.0114,-1.2258,1.915,2.5301
BBSI,5.1567,11.0521,0.035,0.3197,2.0076,0.9845
VLRS,-0.7388,0.0,0.3841,-0.0744,0.6898,0.9936
ASMB,-3.564,0.0,0.0,-0.4308,11.9375,12.0454
CIR,-1.9847,0.0,1.4859,-0.0745,0.8297,2.2814
IPHS,1.8321,13.3315,0.8941,0.1071,0.9443,2.5158
FARO,0.2857,140.1379,0.0,0.0131,2.2815,3.2479
THR,0.367,59.3784,0.648,0.0356,2.0723,3.5288
LLEX,-0.2061,0.0,11.8751,-0.3108,0.5747,0.5988
RNR,4.8993,27.2301,0.2017,0.0451,1.4698,2.9385
PICO,-0.1565,0.0,0.0,-0.0188,90.2878,127.7482
CHE,12.8366,22.1312,0.1508,0.3476,0.6487,0.8339
JRVR,2.131,17.0748,0.313,0.09,0.6533,1.1043
NBTB,2.5778,13.407,0.1719,0.1106,0.0219,0.0254
CMTL,1.2592,26.88,0.332,0.0589,1.1549,1.6925
CRSP,-3.179,0.0,0.0,-0.4207,16.5754,16.8095
DHX,0.1356,10.1333,0.1189,0.0494,0.3624,0.4802
IVAC,0.157,32.6875,0.0,0.04,2.122,3.1869
KFRC,2.2244,13.2137,0.4346,0.3444,2.3315,2.7498
CDTX,-2.4988,0.0,0.1679,-0.9979,3.7483,3.8774
CNOB,1.872,9.877,1.1874,0.0983,0.0382,0.0424
GLAD,0.6708,13.8696,0.0,0.0787,2.0138,4.3997
UFCS,1.1028,49.955,0.0,0.0311,0.4376,0.4777
CCMP,4.3068,23.9861,0.0,0.1651,4.2392,5.1682
TRS,1.8182,14.9945,0.4731,0.1343,1.6317,2.9056
NSP,3.1939,28.8148,1.859,1.7433,1.0752,1.122
MEIP,-1.0735,0.0,0.0,-0.7941,13.0302,13.2313
CLNE,-0.0186,0.0,0.1657,-0.0075,2.4689,2.811
OMEX,-0.6109,0.0,-1.3455,0.2363,0.0853,0.1095
CBU,3.2946,17.7744,0.0584,0.0984,0.0279,0.0281
XENT,-0.7502,0.0,0.0,-0.1894,6.1009,6.8246
TCON,-11.7032,0.0,0.2997,-1.6304,2.8977,3.0087
NX,0.7487,19.5,0.5328,0.0666,1.1041,1.8664
STRA,-0.7219,0.0,0.0,-0.011,3.233,3.3594
JAKK,-1.4525,0.0,3.2915,-0.8351,1.2525,1.7359
NERV,-1.2907,0.0,0.0,-0.5558,24.4091,24.9414
RECN,0.5974,26.9672,0.2344,0.07,1.9775,2.0617
EARN,-0.8957,0.0,0.0,-0.0734,0.077,0.0885
ATNX,-1.7556,0.0,0.3356,-0.8427,2.3294,3.3056
NYMX,-0.1879,0.0,0.0,-1.513,7.4115,7.473
ALNA,-1.717,0.0,0.2018,-0.7208,10.6963,11.1867
AVX,0.0292,539.0,0.0,0.0022,3.7741,5.7771
MYO,-0.8296,0.0,0.0,-1.6055,3.7711,4.2434
FCSC,-1.1944,0.0,0.0,-1.0753,6.6436,6.692
PDFS,-0.2391,0.0,0.0,-0.0386,7.5614,8.0511
MVIS,-0.2928,0.0,0.0131,-6.6189,0.8612,0.9704
TBK,1.9456,14.4175,0.1854,0.0812,0.0626,0.0637
PFSI,1.1317,8.1145,0.7855,0.053,0.0823,1.1689
AQN,0.4099,35.7016,1.0825,0.0582,0.6056,0.9852
FIBK,2.6431,13.1986,0.0608,0.0946,0.0715,0.0804
GPX,0.5938,21.3729,0.6244,0.0527,1.7259,1.8887
MARK,-0.5879,0.0,-2.9194,1.6426,0.0709,0.4303
OPTN,-2.5871,0.0,0.6112,-0.8992,7.9208,8.2833
CRCM,1.3573,13.9928,0.0,0.3261,3.039,3.1974
BLCM,-2.2609,0.0,0.5252,-1.4316,6.2567,6.0298
FFIN,1.1122,25.87,0.0,0.143,0.0378,0.041
RGNX,2.7884,14.0301,0.0115,0.1964,15.8916,15.2378
APPF,0.583,100.3729,0.5424,0.2174,3.4106,3.828
KE,0.6275,30.7937,0.0234,0.0471,0.9624,1.9118
ASR,18.0025,17.7496,0.4982,0.1714,2.2677,2.4918
MBRX,-0.4378,0.0,0.0,-0.8321,1.8396,2.0562
AFMD,-0.4163,0.0,0.1189,-0.4854,2.9919,3.0095
ASYS,0.354,14.5833,0.0633,0.057,1.3497,2.7382
APEI,1.5611,18.2436,0.0,0.0798,5.1026,5.2466
PSB,6.3224,20.6951,0.0,0.1284,0.8467,0.8467
GORO,0.1609,25.0,0.0266,0.073,0.7484,1.7854
MN,0.2085,8.381,0.0,0.02,4.4719,4.6158
AFI,-6.3111,0.0,0.254,-0.4169,1.2474,2.1741
VICR,0.7898,47.2375,0.0006,0.1727,3.1732,4.5853
MORN,4.2897,25.5442,0.0749,0.1958,1.5659,1.6582
EIGR,-2.7436,0.0,0.3847,-0.7867,10.0113,10.1601
ATRC,-0.5486,0.0,0.1914,-0.0848,3.7198,4.3434
ICD,-0.2641,0.0,0.3336,-0.0511,1.176,1.8554
CW,6.297,16.2611,0.4981,0.1801,1.2655,1.9553
APLS,-2.267,0.0,0.168,-0.7921,10.3537,11.891
ALE,3.3855,22.4838,0.6893,0.0808,0.527,0.8252
Y,2.665,237.9084,0.2043,0.0051,0.8003,0.8358
HZN,-8.1219,0.0,-5.7205,3.2009,0.6056,1.5747
UEIC,0.8637,29.7412,0.386,0.0453,0.7071,1.3595
AFH,-3.2259,0.0,0.4968,-0.4282,0.3483,0.639
AUTO,-2.9976,0.0,0.0298,-1.1582,1.6944,1.7465
CKPT,-1.0682,0.0,0.0,-3.0804,1.7969,1.9017
HTBI,0.4326,62.8889,0.0049,0.0201,0.0991,0.1171
IDN,-0.2534,0.0,0.0,-0.3068,3.6048,3.8206
KOF,7.1733,143.66,0.6703,0.1206,0.865,1.2629
LYTS,-0.7552,0.0,0.3257,-0.1403,1.2746,2.6086
PHI,87.5515,12.8602,1.5689,0.1684,0.4462,0.517
ORA,1.9333,27.0984,0.9607,0.0742,0.9869,1.307
CMPR,1.4238,104.1135,9.9249,0.4669,0.2076,0.4975
ESTE,0.6607,3.0133,0.2356,0.1265,0.7587,0.7764
SRDX,-0.3338,0.0,0.0,-0.041,2.1034,2.3205
OCUL,-1.4595,0.0,0.691,-1.6719,6.6467,6.1353
WSBC,2.6212,12.5222,0.6284,0.0723,0.0176,0.0238
CARG,0.592,56.2167,0.0571,0.3357,2.7396,3.0685
EMAN,-0.2113,0.0,0.0,-0.531,0.909,2.1789
EPZM,-1.5616,0.0,0.0,-0.5306,6.8821,7.2036
WMC,0.5489,13.6721,7.7116,0.0525,0.0557,0.9303
LX,6.0336,4.2818,1.2764,0.4815,1.3204,1.2851
AIMC,0.5484,27.043,0.9242,0.0191,1.272,2.0884
MFNC,0.781,14.5213,0.3794,0.055,0.0815,0.0723
ADRO,-1.2009,0.0,0.0,-0.7047,9.1406,9.2727
LEJU,-0.0993,0.0,0.0,-0.0552,1.6822,1.7493
HMTV,-0.2772,0.0,0.8887,-0.047,3.1637,3.628
PAC,10.7762,16.6769,0.656,0.2481,3.4738,3.6088
CTEK,0.1969,23.7,0.9154,0.0929,0.8267,1.5186
ABIL,-3.9547,0.0,0.0,-2.8709,1.1245,1.1247
PLX,-0.1783,0.0,-0.9071,0.5003,1.6778,2.0898
NVEE,2.1522,24.8156,0.148,0.0846,2.5012,2.5366
ATRO,1.4483,21.0,0.6052,0.1211,1.553,2.9211
CFRX,-0.4746,0.0,0.0,-6.7998,5.2531,5.4237
AZZ,1.7399,23.477,0.5324,0.0799,1.2323,2.4985
DX,-0.2401,0.0,6.2059,0.0133,0.0269,0.0388
IO,-5.0826,0.0,28.8105,-11.4203,0.8809,1.067
BLX,0.2825,61.7857,3.5411,0.0112,0.3416,0.3588
ENSG,1.7654,20.3855,0.4116,0.1563,1.1732,1.2929
TOCA,-2.4535,0.0,0.4506,-0.8419,5.8114,5.9119
CYBE,0.3994,44.075,0.0,0.0503,2.4281,3.8639
EFC,1.5552,10.0855,3.2905,0.0828,0.3502,0.3755
AMTX,-1.6228,0.0,-1.5799,0.2979,0.0536,0.2422
ICL,0.9517,5.8351,0.6414,0.328,0.7456,1.3878
RWLK,-15.1438,0.0,4.4663,-11.144,1.9145,2.4595
NBEV,-0.1666,0.0,0.0304,-0.0785,1.0767,1.7429
ECOL,2.2502,27.7445,1.0133,0.1381,2.1819,2.3389
SMHI,-3.7973,0.0,0.77,-0.1477,1.7736,2.1411
SHEN,0.9402,47.0745,1.7417,0.1054,1.5755,2.3741
AVH,0.0011,0.0,3.424,0.001,0.2789,0.4975
TOO,-0.3588,0.0,2.1784,-0.0821,0.4449,0.5017
ITI,-0.1066,0.0,0.0,-0.0892,1.592,1.7736
GV,0.1975,11.3,0.4897,0.0844,1.864,2.3501
HNI,2.1309,16.5561,0.4526,0.1659,0.7675,1.2247
LPTX,-1.5737,0.0,0.0,-2.5219,2.6539,2.6852
NEU,20.5834,20.2601,1.5738,0.4791,1.4298,2.9982
FSS,1.5604,12.6752,0.3963,0.1773,1.0189,2.0686
HCI,1.9317,21.7137,1.3787,0.0977,0.9027,1.2776
IFMK,-0.0556,0.0,3.2087,-0.1448,0.4232,0.4997
NXRT,-0.0774,0.0,2.8274,-0.0054,3.0376,4.2875
FRPH,12.3527,3.7105,0.2435,0.3414,6.5763,10.2654
HOS,-3.1686,0.0,0.9327,-0.0911,1.7357,1.8583
JASN,-0.6289,0.0,-50.3389,1.6909,1.0223,2.2843
MRIN,-7.1209,0.0,0.0,-1.4042,1.831,2.1792
NLST,-0.1229,0.0,-3.5287,3.0183,1.4923,1.7686
PRTS,-0.1397,0.0,0.2358,-0.1259,0.1192,1.2166
RLH,0.0797,102.5,0.2665,0.0118,0.9933,1.1459
VBTX,1.6238,13.1166,0.1319,0.0741,0.0318,0.0375
FRO,-0.0523,0.0,1.5729,-0.0076,0.7398,1.4389
HY,2.0953,29.5048,0.5717,0.0658,0.7075,1.4579
BCPC,2.4365,31.9796,0.2256,0.1136,1.8745,2.758
CLH,1.172,42.1795,1.3443,0.0561,1.5626,1.996
USNA,5.2645,22.4676,0.0,0.3227,1.8688,2.6387
OTTR,2.076,23.8654,0.8352,0.113,0.5857,1.4193
CTO,6.7375,7.7663,1.1694,0.1755,5.0686,31.4738
VBIV,-0.9878,0.0,0.1429,-0.6481,2.5378,2.6407
TBPH,-3.8895,0.0,-8.8072,4.1777,5.2987,5.4064
PAHC,1.609,29.0994,1.689,0.3508,1.5005,2.9008
QUIK,-0.1448,0.0,0.8939,-0.7986,1.5327,1.8326
ALDX,-1.482,0.0,0.0,-0.449,11.0466,11.1846
CKH,3.1867,11.4907,0.5036,0.0826,2.8228,3.217
OBE,-4.2333,0.0,0.2254,-0.1633,0.2895,0.4
ONTX,-3.6257,0.0,0.0,-3.819,2.0153,2.1054
RST,-0.9392,0.0,-0.0,1.7882,0.4129,0.5267
TREC,-0.0951,0.0,0.5543,-0.0126,2.4615,3.1867
WWR,-26.8978,0.0,0.0,-1.7163,0.628,1.3178
MATX,2.5524,12.5569,1.1339,0.1443,0.6561,0.8587
HCKT,0.81,19.6543,0.0526,0.1935,1.5514,1.6526
BOMN,-0.4131,0.0,0.0,-0.0289,9.3039,9.5337
WSBF,1.0668,14.9643,1.0759,0.0769,0.0824,0.2365
PKE,1.0177,17.1078,0.0,0.1523,9.4211,11.5538
FFG,3.7823,17.4601,0.0819,0.0792,0.3926,0.6268
MAXR,-22.4865,0.0,4.7387,-1.9658,1.1166,0.7503
JAGX,-34.6698,0.0,2.988,-5.9716,0.1339,0.3057
CSII,0.0515,665.4,0.1566,0.0127,3.9517,4.4744
OXM,3.8668,19.5383,0.1066,0.1514,0.5473,1.7489
PFLT,0.8638,15.0575,0.4796,0.0625,2.2168,1.1309
CMT,-0.5904,0.0,0.5902,-0.0483,1.1783,1.998
ALGT,10.0126,10.002,1.8422,0.2344,0.8685,0.9635
MFIN,-1.0248,0.0,2.0566,-0.0954,0.143,2.5925
FNHC,1.1686,17.0256,0.2063,0.0693,0.796,0.806
FSV,1.9041,37.4208,1.4161,0.2788,1.4276,1.8289
NAUH,-0.4998,0.0,1.1357,-0.7179,0.6573,0.9412
RDI,0.6241,23.4516,0.9236,0.0815,0.2475,0.3538
RTIX,-0.0531,0.0,0.2672,-0.0068,1.0608,3.1406
SCON,-2.4861,0.0,0.0,-1.2055,6.5915,6.8662
SMLP,0.0586,167.5,1.0299,0.0345,0.9294,0.9655
HTBK,0.8164,13.3412,0.1061,0.0961,0.0624,0.0672
CLXT,-0.8565,0.0,0.1979,-0.2987,13.4525,13.6382
KNSL,1.5916,34.725,0.0,0.128,0.7309,0.7523
METC,0.6256,7.8571,0.0671,0.1777,0.5924,1.1734
NEOG,1.2241,61.5528,0.0,0.1127,7.4932,9.7133
GTY,1.177,25.1368,0.7605,0.0821,1.0518,2.4272
WTS,3.7543,17.3003,0.3965,0.1436,1.1746,2.0685
HMST,1.4829,14.3446,1.3495,0.0541,0.0095,0.0704
FFIC,1.9674,11.2135,3.7016,0.1003,0.0253,0.0281
CPL,2.0218,14.2144,1.9855,0.2005,0.2248,1.1173
GNMX,-0.4752,0.0,0.0,-3.8799,2.7793,2.8184
ECOM,-0.2783,0.0,0.0157,-0.0848,1.8234,2.0622
CEO,1.1801,8.9274,0.3343,0.1262,2.5141,2.7061
GALT,-0.3658,0.0,0.0,-2.686,3.9151,4.1898
IMKTA,4.8058,6.8158,1.4538,0.1635,0.3098,1.9095
RAIL,-3.2565,0.0,0.0,-0.2096,1.3902,2.5114
INPX,-28.7114,0.0,0.878,-5.1352,0.3147,0.4609
INDB,4.4143,15.9433,0.3782,0.1133,0.033,0.0378
AUPH,-0.7629,0.0,0.0,-0.5696,17.363,18.2961
LN,-15.5893,0.0,0.9018,-0.0187,2.5201,2.6416
NK,-1.2146,0.0,0.0407,-0.6591,2.7466,3.2565
CECO,0.791,14.4557,0.0,0.1554,2.6936,2.7763
TR,0.8859,37.5281,0.0105,0.0758,3.8954,4.9526
CABO,28.8874,28.2988,1.4995,0.2125,2.1992,2.3772
LCUT,-0.0828,0.0,1.0949,-0.0062,1.5663,3.7561
ERIE,6.2397,21.5363,0.1024,0.296,1.2224,2.1368
HSTM,0.9966,24.15,0.0,0.101,1.9636,2.2595
AGM,8.895,6.7834,21.5089,0.1436,0.0819,0.7847
DFFN,-7.8856,0.0,0.0,-1.1767,9.9387,11.0867
VIVE,-158.4616,0.0,6.215,-10.1753,3.2739,3.8944
KEG,-4.3748,0.0,5.351,-1.9507,1.2039,1.5319
UMH,-1.5009,0.0,0.9375,-0.0853,4.1556,7.1429
FIX,3.0391,14.4158,0.1544,0.2267,1.2648,1.3054
FDUS,2.0215,5.7871,0.5941,0.1227,2.1671,2.625
ANAT,5.9138,21.5296,0.0262,0.0302,0.4359,0.502
CIVB,0.8558,15.8364,0.1138,0.0473,0.0236,0.0281
RKDA,-2.8231,0.0,0.0,-1.0519,7.2007,7.4905
OFIX,0.7299,71.9041,0.0,0.0412,1.7453,2.8477
KVHI,-0.4641,0.0,0.2951,-0.0827,0.7825,1.388
TTGT,0.4627,25.9787,0.1882,0.0977,4.4812,4.8181
