Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
CAH,0.824,59.939,1.4875,0.0423,0.4177,1.0725
AYI,8.7006,17.897,0.2078,0.2036,1.1235,1.774
DVA,0.9602,55.3333,2.7278,0.043,0.5616,1.7223
AMPE,0.3185,0.8478,0.0,6.4907,5.4799,5.8029
REGN,22.5843,16.4901,0.0809,0.2791,3.5023,4.4688
MELI,-0.8094,0.0,2.1835,-0.1087,1.2154,1.2957
SGMS,-3.8427,0.0,-3.6691,0.1431,1.249,1.8327
WCN,2.0754,35.8696,0.6466,0.0847,1.1775,1.2698
IMMR,1.448,5.0337,0.0,0.5453,8.2091,8.8514
VKTX,-0.3087,0.0,0.0,-0.0741,66.2745,66.4029
MYOV,-2.3489,0.0,1.1562,-3.7969,2.9291,3.0946
ABM,1.4852,20.777,0.6455,0.0672,1.329,1.4776
NGL,-1.0813,0.0,1.3385,-0.0354,0.9331,1.9937
ARCO,0.1746,43.8889,1.6425,0.0939,0.6222,0.9417
TYME,-0.2087,0.0,0.0181,-0.7166,6.3741,6.5441
MGPI,2.1699,26.2903,0.1589,0.1851,1.1697,4.1274
NTES,1.8739,34.2401,0.302,0.136,1.6825,1.9572
LTRPA,-0.8527,0.0,1.4494,-0.1905,1.4421,1.5204
LNC,7.6824,6.7513,0.4069,0.1144,6.7792,10.9698
SND,0.4492,4.8261,0.2327,0.0893,1.1471,2.0321
GTES,0.8464,15.3953,1.5431,0.126,1.7168,2.6725
CMA,7.5882,9.3967,0.8607,0.1645,0.1362,0.1385
ALK,3.5442,17.1408,0.5607,0.1165,0.5445,0.6074
CHL,5.7523,11.5368,0.0,0.1119,1.0365,1.128
PFG,5.4637,8.1645,0.292,0.1358,1.5645,2.4518
IRET,8.7088,6.1194,1.3793,0.2307,0.8009,1.058
HUM,12.2679,23.4052,0.6141,0.1656,1.3282,1.6818
TEX,1.5427,18.2583,1.4116,0.1321,0.7199,1.9947
STFC,0.2967,113.4667,0.1491,0.0156,0.0788,0.0637
SAND,0.0321,153.6667,0.0,0.0101,4.8632,4.8632
JWN,2.6233,17.8015,2.8014,0.4473,0.4032,1.0651
HDSN,-1.3066,0.0,1.8775,-0.8042,0.2704,2.0457
HFC,6.3366,8.1792,0.4075,0.1855,1.5635,2.8219
PQG,0.43,33.6591,1.2738,0.0351,0.9961,2.1854
EDU,1.878,53.1925,0.0,0.1487,1.493,1.6802
ESRT,0.3769,36.4872,1.3476,0.0537,7.1843,4.5084
LBRT,1.1711,7.038,0.246,0.3119,1.5986,2.099
PEB,-0.059,0.0,0.7179,0.0036,0.2912,0.4236
TSN,8.2639,6.9727,0.7711,0.2362,0.3961,1.1306
HSBC,0.6711,13.0508,2.2634,0.0737,0.2035,0.4833
OMI,-7.0182,0.0,3.1839,-0.843,0.6296,1.7246
PTC,0.4412,235.2667,0.7355,0.0594,0.5645,0.862
CDW,4.2871,19.0258,3.2902,0.6594,1.1392,1.3545
SBGI,3.5012,7.7929,2.3752,0.2082,2.8953,3.1134
MMP,5.8455,9.7705,1.6157,0.5046,0.6788,0.9553
PLAY,2.9721,15.6826,0.8686,0.2868,0.0904,0.4567
EGOV,0.8753,14.3448,0.0,0.2753,3.0587,3.2127
HDB,34.8316,30.9413,1.3323,0.152,0.0882,0.1838
TSE,6.9115,6.7028,1.5192,0.3805,2.0492,3.0378
WAL,4.1167,9.4928,0.1377,0.1667,0.0253,0.0263
SBS,4.1478,7.5449,0.6727,0.145,1.1369,1.0377
ARE,3.3851,32.6459,0.745,0.0517,0.4686,1.4644
EXAS,-1.4251,0.0,1.0122,-0.2572,8.5887,9.0187
TRGP,-0.5203,0.0,1.0956,0.0003,0.3922,0.507
LYV,-0.0842,0.0,2.5615,0.0548,0.8554,1.0262
MFA,0.638,9.8235,2.5351,0.0883,0.0108,0.5957
ECL,4.9472,29.7677,0.8803,0.1786,0.7535,1.2692
RESN,-0.916,0.0,0.0,-1.0838,6.5611,6.6726
ELY,1.1083,13.7838,0.0689,0.1446,0.4464,1.731
ARES,0.348,59.2667,12.5324,0.097,0.5084,0.5665
DDD,-0.3985,0.0,0.0554,-0.0787,1.4423,2.4227
LPT,3.2445,12.8466,0.9458,0.144,1.063,3.4043
MKC,6.8249,21.1268,1.4758,0.2824,0.3071,0.7393
WAFD,2.4402,13.0917,1.8128,0.1021,0.0217,0.0305
CQP,2.6322,14.3825,20.0825,1.5925,1.8811,2.206
PETQ,-0.0278,0.0,0.4366,-0.003,1.7348,3.2357
RMD,2.211,46.9593,0.1367,0.1533,1.3152,2.0845
IRDM,-0.2114,0.0,1.2211,-0.0084,2.0421,1.4859
BKU,3.152,9.9468,1.7775,0.1111,0.0137,0.0165
H,6.998,9.9558,0.4452,0.2095,1.0924,1.2677
EXPR,0.2395,26.75,0.0,0.0291,0.8349,1.8969
AVB,7.0504,24.6879,0.6552,0.0917,0.3483,0.5941
FII,2.192,12.1789,0.1575,0.257,1.5762,1.6784
INCY,0.5145,122.2885,0.0091,0.0569,4.1077,4.3084
NVCN,-226.2953,0.0,-1.5121,11.1766,1.1951,1.2978
TRMB,1.126,28.2655,0.7361,0.1057,0.6807,1.0321
CVEO,-0.7849,0.0,0.7027,-0.1536,0.9528,1.2436
TDOC,-1.3848,0.0,0.4093,-0.0958,8.3618,8.5321
TRU,1.4927,37.8667,2.1422,0.1464,1.1745,1.5342
SOGO,0.2487,210.0,0.0,0.0981,2.5902,2.6781
XYL,3.0548,21.8754,0.8338,0.1983,0.9554,1.5076
GPOR,2.4844,2.6626,0.6376,0.1294,0.5679,0.5865
ACGL,1.7632,15.1818,0.2231,0.0803,0.6753,1.2054
SFUN,-6.4777,0.0,1.1362,-0.1933,1.0661,1.113
GRFS,0.8678,18.36,1.5108,0.1412,1.1863,2.7704
MGP,0.9458,28.0957,2.9649,0.0428,0.0533,0.516
SNE,358.497,14.1284,0.4533,0.1654,0.7057,0.9209
MAA,1.9256,49.5855,0.736,0.0362,0.0692,0.099
AEL,5.0697,5.5108,0.2905,0.1909,0.0394,0.1196
GOGO,-1.8527,0.0,-3.8134,0.6029,1.1939,1.9538
TSU,1.0512,11.3369,0.084,0.1286,0.9955,0.8477
WES,1.6874,16.4083,2.2406,0.1579,0.8993,0.5408
QUAD,0.1645,72.4706,2.1148,0.0192,0.6662,1.1119
RYN,0.7895,35.0506,0.6247,0.0657,2.8738,3.2712
SYNA,1.4098,0.0,0.6386,0.0659,2.0793,2.6057
VSTO,-1.0504,0.0,0.7519,-0.0495,1.288,3.0667
BHVN,-5.9741,0.0,0.0,-1.5964,13.5276,13.9418
PPG,5.5902,18.5873,1.0834,0.2896,0.8708,1.3631
WAIR,0.3282,33.6061,1.2279,0.0472,1.0936,4.0811
ORI,1.2242,16.3254,0.1891,0.072,0.3432,1.0262
TPC,1.6679,9.5629,0.4209,0.0461,1.915,1.9873
XHR,1.7208,9.8286,0.6311,0.1062,1.083,1.7965
WMGI,-1.3552,0.0,1.1959,-0.1818,0.7115,1.2914
MC,2.5017,10.546,0.0,0.3479,1.4317,1.4997
COT,2.779,5.0691,1.1468,0.3272,0.854,1.1335
DDS,7.7698,8.1398,0.4276,0.1296,0.2149,1.6578
TMST,-0.711,0.0,0.3533,-0.0592,0.8379,2.2255
FR,1.2924,22.0305,0.7402,0.0992,1.2021,2.1289
NMIH,1.6278,10.753,0.2067,0.1539,0.6439,0.695
MTCH,1.7187,24.7225,12.044,3.7973,0.8046,0.9672
TRHC,-2.3096,0.0,0.3316,-0.34,0.6996,0.836
XNET,-0.1184,0.0,0.0,-0.1144,3.1471,3.3591
CIG,1.1654,11.8076,1.0132,0.1166,0.265,0.3569
HAIN,0.0894,329.0,0.4111,0.0056,0.8504,2.4893
TIVO,-2.819,0.0,0.6646,-0.234,0.9034,0.9764
ECHO,1.0062,19.5481,0.4697,0.0737,1.4151,1.4752
MSI,5.9073,19.3345,-4.1145,-0.7471,0.8236,1.3798
PDCE,0.0306,992.0,0.4729,0.0008,0.4146,0.6223
FNV,0.7476,93.56,0.0448,0.03,5.808,7.14
LPSN,-0.3947,0.0,0.0,-0.1466,0.9879,1.1865
TELL,-0.5228,0.0,0.1915,-0.4221,2.5872,2.6612
KMX,3.6722,17.011,3.9551,0.2002,10.3172,2.6076
LFC,0.4032,37.1722,0.1125,0.0358,0.1456,0.5375
ESPR,-7.5271,0.0,0.0,-2.5507,2.1144,2.2171
BRX,1.2217,12.1405,1.7237,0.1292,0.7458,0.8034
LH,8.7582,14.5075,0.8692,0.1268,1.2183,1.5091
PLCE,4.8689,29.4398,0.0453,0.1788,0.7922,1.821
NBHC,1.9972,15.435,0.847,0.0884,0.0223,0.043
FND,1.1938,21.675,0.2487,0.1988,0.1686,1.3838
MOH,11.3321,10.0449,0.8852,0.4293,1.4868,1.5219
SSW,2.117,5.8433,1.6778,0.1133,0.4489,0.4883
FUL,3.3772,14.2012,1.9496,0.1485,1.1825,1.9957
MRC,0.5536,22.2364,0.9884,0.1069,1.1072,2.5747
EXR,3.2825,27.5015,1.907,0.1721,0.4956,0.7842
SCHL,-0.1439,0.0,0.006,-0.0038,1.3387,2.1496
CPG,-4.7947,0.0,0.6467,-0.3957,0.8452,0.8519
ADTN,-0.4059,0.0,0.0574,-0.0433,2.0747,3.0118
WHR,-2.868,0.0,2.6307,-0.0799,0.3831,0.8161
HSY,5.6126,20.4542,3.1869,0.8419,0.4888,0.9258
HTGM,-0.5774,0.0,0.4589,-0.7801,5.6141,5.4083
SEAS,0.5102,42.4808,5.8078,0.1689,0.2963,0.4718
BECN,1.1837,32.5607,1.3907,0.0523,0.8071,1.5878
BPOP,6.1228,7.7792,0.2097,0.1131,0.2222,0.1281
PGRE,0.0386,314.0,0.8913,0.0023,4.3461,4.6091
COO,2.847,90.6351,0.6116,0.0423,0.8432,2.0334
JT,-0.3973,0.0,0.0819,-0.1036,2.5471,2.9769
WRI,2.5529,9.6537,1.0928,0.2081,1.386,1.455
COMM,0.7294,22.4521,2.2688,0.0798,1.837,2.7191
ABEO,-1.182,0.0,0.0,-0.4228,4.1785,4.3653
CPT,1.6764,54.0184,0.7032,0.0471,0.0923,0.1092
SHOP,-0.6463,0.0,0.0,-0.0309,14.5003,15.3516
RETA,-2.7103,0.0,5.2259,-5.3134,6.0406,6.1208
MWA,0.6676,16.9701,0.79,0.1875,3.0604,4.1023
BLUE,-10.1587,0.0,0.0813,-0.2948,9.5556,9.6906
GWB,2.6806,15.4552,0.1538,0.0858,0.0299,0.0398
WPRT,-0.2399,0.0,0.61,-0.3473,1.1003,1.596
CORT,0.6531,20.5538,0.0,0.2733,6.3067,6.6573
BOOT,1.0647,15.6667,0.9856,0.1346,0.0888,1.5969
ALEX,-0.9996,0.0,0.647,-0.0599,2.7272,1.3964
TKR,3.9396,9.4962,1.0646,0.1917,1.1615,2.5338
RL,2.0027,54.2915,0.1724,0.0471,1.5281,2.2356
XXII,-0.064,0.0,0.0216,-0.1118,11.0611,11.8289
CLGX,1.5127,22.28,1.7783,0.1218,0.5588,0.6873
AXGN,-0.5791,0.0,0.0004,-0.1524,10.5739,11.5726
MASI,3.652,29.0189,0.0,0.1997,4.5179,5.3637
OKTA,-1.0778,0.0,0.0,-0.5511,1.5003,1.6893
TD,5.9963,12.0686,2.1139,0.1425,0.1837,0.3478
BRO,1.233,22.2258,0.5022,0.1147,1.1434,1.2156
ALSN,4.9291,9.1289,3.8285,0.9697,1.1972,1.7019
FAF,4.2446,10.6033,0.1718,0.1268,0.3715,0.3892
BRKR,1.1477,25.887,0.3804,0.2004,1.134,2.1764
G,1.4836,18.2365,0.9287,0.2008,1.1703,1.3879
CFX,1.1962,18.0172,0.3662,0.0429,0.3867,1.6329
PANW,-1.3157,0.0,1.6548,-0.1053,1.8416,1.9691
GPC,5.5225,17.3635,0.911,0.2349,0.4791,1.2839
ELP,5.1417,6.1863,0.7214,0.0878,1.2546,0.9974
KMPR,2.936,20.4246,0.2947,0.0623,0.5002,0.5123
BGS,2.6153,11.0766,1.8175,0.1916,0.632,2.2676
NBIX,0.2328,310.4783,0.8081,0.0439,8.0899,8.3617
CHKP,5.1643,19.5897,0.0,0.2177,1.6872,1.7433
JAZZ,7.4119,16.6389,0.579,0.1621,3.1505,3.5718
CMCO,0.9585,35.9485,0.89,0.0541,0.9219,1.7406
CRS,4.0167,13.4899,0.3673,0.1269,1.1965,3.2447
AMC,1.0636,13.4945,3.7802,0.0788,0.4393,0.5883
BVN,-0.0489,0.0,0.2429,-0.0048,1.557,1.9067
EXK,-0.0976,0.0,0.0,-0.0859,2.5685,3.3167
BLK,27.2965,14.6247,0.1229,0.133,0.3931,1.377
IMO,2.9191,11.9102,0.2115,0.0945,0.8893,1.354
CATM,0.0797,325.0,2.1718,0.0098,0.6322,0.8556
POR,2.3755,19.2647,0.9888,0.0846,0.5158,0.8129
GCI,0.133,65.6154,0.2939,0.0145,0.7926,1.0526
ORLY,16.5345,21.1635,9.662,3.745,0.0774,0.9099
GDI,1.3554,15.2612,0.9977,0.1607,1.2518,2.2321
FFIV,7.4597,25.7598,0.0,0.3529,1.3985,1.4853
KNL,1.4822,10.9139,1.1936,0.1896,0.4465,1.2155
HOG,3.2638,10.6293,4.2838,0.2996,2.4437,1.2465
STWD,1.4012,13.6875,2.0553,0.0838,1.0161,21.6509
PRTA,-3.9044,0.0,0.0,-0.4819,28.6519,28.9019
UNVR,1.2165,14.541,1.9973,0.1446,0.9114,1.64
TUP,3.2091,10.1186,-3.7793,-0.6628,0.4773,0.8175
FSM,0.2129,17.3333,0.1295,0.0564,3.4892,3.5697
XIN,0.5636,3.3333,5.0983,0.1073,0.3382,1.3198
SCWX,-0.1285,0.0,0.0,-0.0142,1.0689,1.2403
PTLA,-5.2717,0.0,2.4361,-3.9618,4.8367,5.1203
PAAS,0.0671,208.5714,0.0044,0.0068,2.0502,3.643
ADNT,-18.0461,0.0,1.4339,-0.7044,0.6627,1.0279
TRUP,-0.0277,0.0,0.0996,-0.0072,1.8049,1.8666
HAE,0.8526,83.907,0.3372,0.0606,0.8614,1.3548
WTR,1.0789,31.6574,1.2777,0.0955,0.2628,0.3689
HOPE,1.4722,8.2361,0.5874,0.0996,0.0412,0.0448
MRTN,1.0104,16.0297,0.0,0.0955,1.9423,2.2721
DLX,3.2313,12.0881,0.9961,0.1635,0.6735,1.1479
UUUU,-0.2799,0.0,0.1126,-0.1806,7.0647,6.8737
GEO,1.1912,16.281,2.6418,0.1394,1.3252,0.8533
LMNX,0.4082,55.0238,0.0,0.0389,2.5272,3.9464
AAP,5.8146,27.3843,0.2945,0.1194,0.3915,1.5652
AON,4.7084,31.4632,1.5042,0.2732,0.2699,1.0809
TGTX,-2.0927,0.0,0.0,-7.2176,1.8053,2.0341
SKM,44298.6009,6.0916,0.4295,0.1392,0.8802,1.1623
MAN,9.0035,7.5174,0.4097,0.2121,1.4052,1.4361
CRUS,2.5565,15.1176,0.0,0.1394,2.5876,4.3769
AAXN,0.4997,84.1346,0.0,0.0625,2.8916,3.3622
DPLO,-4.0587,0.0,1.3464,-0.6499,0.6017,0.9958
TXRH,2.2114,26.7014,0.0,0.1673,0.7847,0.8958
BEAT,1.2858,45.5878,0.6452,0.1379,2.6906,2.9555
TNET,2.7256,15.4228,1.1013,0.512,1.08,1.1551
LZB,1.7208,17.0414,0.0007,0.1321,1.6043,2.8576
FTSI,6.2375,1.0872,4.7072,6.3761,2.5385,3.0944
EEFT,4.5161,22.6504,0.5093,0.1889,1.3237,1.5145
BXS,1.3273,22.0922,0.0041,0.077,0.0213,0.0349
CVGI,1.4407,3.8776,1.4235,0.3869,1.5487,2.3714
TRI,6.132,8.1743,0.3674,0.428,1.6633,1.8396
GMS,1.5344,20.2338,1.0284,0.1087,1.6368,2.7096
PBI,1.1921,4.925,33.6414,2.1962,1.3692,1.4274
XON,-3.7118,0.0,0.585,-1.4037,4.0775,4.6373
JEC,1.1517,64.8305,0.3668,0.0279,1.001,1.4485
RJF,5.8723,15.6774,0.4517,0.1345,1.3014,3.9417
WWD,2.9238,27.2389,0.8101,0.1173,0.8722,1.8857
SNY,3.4338,21.8933,0.4185,0.0731,0.8164,1.4145
TTC,2.5769,22.0039,0.4672,0.4065,0.9055,1.6796
BAM,3.7381,11.0519,4.0449,0.1202,1.3131,1.8658
SHW,11.8422,33.0084,2.5045,0.2972,0.5059,1.0109
AMP,15.0549,7.2429,0.8447,0.3754,2.6625,2.5996
SNR,-1.9398,0.0,6.6393,-0.5642,1.2255,1.1698
WSO,6.4908,21.4062,0.1005,0.1802,1.6355,4.0323
ATO,5.4232,17.081,0.764,0.1264,0.1395,0.25
SNH,1.2067,9.686,1.0592,0.0949,2.5818,3.3419
HOLI,1.7759,12.4859,0.0284,0.1273,2.8086,3.0052
CBAY,-1.2205,0.0,0.0,-0.4257,12.3943,12.5954
STAG,0.7566,31.1,0.8204,0.0576,1.0931,1.7335
WAB,3.0528,22.9575,1.3461,0.1029,2.119,2.7023
FSCT,-1.746,0.0,0.122,-0.5859,1.1497,1.3122
AVEO,-0.0425,0.0,-0.699,0.1957,1.5153,1.5419
PFGC,1.906,18.7436,1.2728,0.175,0.737,1.499
MUSA,6.6251,11.7187,1.0694,0.2646,0.6762,1.1924
RCM,-0.4109,0.0,56.9365,-7.1905,0.8257,1.0031
DK,4.1502,7.91,1.0923,0.2083,0.958,1.4549
CM,11.7861,9.6731,1.3324,0.1507,0.1438,0.3139
SWX,3.6874,20.7317,1.0179,0.0809,0.5319,0.8947
SSRM,0.0532,241.8,0.2541,0.0065,5.9048,8.8058
MTW,-1.8856,0.0,0.4542,-0.1116,0.6675,1.6973
WUBA,6.7933,27.6652,0.0369,0.0967,1.1949,1.3065
IRS,36.7995,1.8576,5.5218,0.5691,1.9329,2.0536
MIC,1.5941,22.85,1.0165,0.046,0.8437,1.6945
TSEM,1.377,14.2004,0.2152,0.1091,3.8996,4.8496
DNLI,-0.3816,0.0,0.0,-0.0663,14.1614,14.6659
CHRW,4.8326,17.5921,0.9018,0.4166,1.7728,1.9208
SPPI,-1.1225,0.0,0.0,-0.4237,2.7472,2.899
TTD,2.0383,55.7981,0.0,0.2234,1.4594,1.4797
ASML,6.0637,22.195,0.26,0.2226,1.6928,2.7773
IDXX,4.3722,42.8618,-105.1493,-39.6332,0.4837,0.8491
ONCS,-7.4767,0.0,0.0,-1.7072,4.6119,4.8929
SRPT,-5.416,0.0,0.4074,-0.3506,7.041,8.2111
LTM,0.3,34.3333,1.9896,0.0496,0.5311,0.5937
SGEN,-1.3906,0.0,0.0,-0.1748,2.4746,2.9039
CNK,1.8303,19.5628,1.4131,0.1481,1.0982,1.1777
TCBI,5.8004,8.7633,1.7177,0.1203,0.1202,0.2238
OCN,-0.5285,0.0,14.1468,-0.1276,0.7082,2.4662
MDB,-1.6601,0.0,0.0,-0.3391,2.9289,3.0861
DXPE,2.0229,13.7822,0.7834,0.1161,1.8553,2.6912
NWBI,1.0212,16.4466,0.2751,0.0839,0.0085,0.0126
ENS,2.8536,23.7438,0.5002,0.1,2.1737,3.1322
RP,0.3698,120.475,0.5612,0.0327,1.2283,1.3118
TFX,4.367,58.8793,0.8499,0.0791,1.2421,2.1223
EQC,2.1799,13.8295,0.0861,0.0857,43.3746,39.3662
DEI,0.6831,50.1912,1.6607,0.0483,1.9827,1.9573
UFS,4.4991,7.8067,0.3365,0.1115,0.9974,2.0294
MTN,9.4213,29.4543,0.8007,0.239,0.7006,0.9075
SPR,5.8209,12.6252,1.5315,0.4985,0.8337,1.801
PSEC,0.8255,8.0482,0.6635,0.088,0.3875,1.4706
LEE,0.8018,3.2262,-12.5235,-1.2252,0.7513,0.9082
QDEL,1.8858,25.0359,0.2528,0.1743,0.6409,1.2107
WETF,0.2394,28.913,0.5478,0.1022,2.3466,1.8833
BBX,0.3617,15.4865,1.3246,0.0639,4.2969,12.398
NRZ,2.8322,5.039,0.891,0.1607,0.5342,0.955
HBM,0.3269,14.303,0.4986,0.0392,2.085,2.3609
INVA,3.9099,4.4515,2.4928,2.5723,34.7709,34.9198
BJRI,2.1703,17.5,0.6319,0.1731,0.3117,0.4923
EVRI,0.176,28.6111,-10.682,-0.1135,0.9608,1.0367
LCI,0.7547,17.2727,1.4013,0.0479,1.7482,2.6223
FLIR,2.0414,21.239,0.2248,0.1505,2.6451,4.0905
PII,5.4266,14.306,2.2643,0.3868,0.2992,1.2408
JCOM,2.6109,26.2803,0.9782,0.1242,1.4027,1.4979
CTT,-2.4886,0.0,1.4682,-0.3793,2.6274,3.3823
TLRD,1.9638,11.264,637.2299,44.1163,0.4133,2.5094
AHH,0.3466,39.0556,2.4793,0.0628,3.8747,7.3215
ZS,-0.3342,0.0,0.0,-0.1401,1.9698,2.1176
MIDD,5.679,17.9912,1.1363,0.1905,0.8415,1.8993
SF,5.3407,7.7276,0.5102,0.1244,0.2995,0.7523
RCII,0.1587,101.1875,1.7765,0.0296,0.5397,2.5995
DCP,0.621,43.4262,0.7302,0.041,0.5394,0.6675
VEDL,4.7487,74.6895,1.1323,0.0236,0.663,0.8441
SERV,-0.3022,0.0,0.8058,-0.0186,2.2212,2.2635
UN,5.4755,13.3731,2.1504,0.8114,0.5356,0.783
WBS,3.8131,12.8695,1.1973,0.1249,0.0057,0.0265
CRON,-0.1286,0.0,0.0991,-0.0908,0.8158,1.4302
WST,2.7929,35.0107,0.1404,0.1482,2.2051,3.1526
SCI,2.4714,16.4327,2.1938,0.2724,8.1787,0.5962
BERY,3.7633,12.7851,4.0839,0.3466,1.0687,1.8472
ENIA,0.0206,8.5277,0.9481,0.1787,0.7145,0.6615
TEUM,-0.1334,0.0,0.0086,-0.0982,1.146,1.196
TPRE,-3.3736,0.0,0.0,-0.2637,1.8929,2.265
CCK,3.2473,12.6738,9.2455,0.4685,0.5645,1.0424
MAG,-0.0679,0.0,0.0,-0.0271,35.5147,35.6036
WNC,1.2389,10.7213,1.0677,0.1465,1.1549,2.0223
CSGP,6.5441,51.0348,0.0013,0.0789,7.7168,7.8704
ETR,4.6851,18.391,2.0502,0.0975,0.2931,0.5434
TTMI,1.1981,5.7917,1.1955,0.1228,1.1579,1.7928
FLS,0.9145,41.7802,0.903,0.0729,1.3063,2.2046
ARWR,-0.6186,0.0,0.0243,-0.5684,6.216,6.3703
IAC,7.5073,24.3404,0.7947,0.2205,2.8685,3.1268
VIRT,1.5295,9.1348,0.8746,0.2752,1.1856,1.1917
UCTT,0.938,8.6421,0.7821,0.0839,1.8026,3.3233
WBT,0.5577,19.8393,7.1776,0.4195,0.5749,1.1632
ANGI,0.1559,100.4375,0.1978,0.0589,1.934,2.3561
BCOR,1.0555,28.3404,0.4288,0.0833,2.5695,2.7302
CISN,-0.1838,0.0,4.2279,-0.0846,0.8048,0.8862
CRH,3.0049,7.5808,0.5812,0.1573,1.0859,1.5646
GHL,1.9126,16.7123,5.1229,0.6289,3.5956,2.7943
IPI,0.0899,28.8889,0.119,0.0282,1.6958,4.1792
HIW,1.6363,23.5915,0.9752,0.0803,1.3066,1.4481
BLDR,1.7885,6.095,2.6181,0.3441,1.0023,1.8786
CNXM,1.8959,8.5684,1.4398,0.4044,0.574,0.6227
MOBL,-0.4082,0.0,0.0,-0.7961,1.354,1.4892
CPS,6.0629,10.3189,0.9996,0.1296,1.0102,1.5309
CHEF,0.6807,44.1268,0.9014,0.0661,1.6263,2.6185
APH,3.999,20.255,0.8889,0.3,1.2579,1.865
REXR,0.3895,70.1667,0.4035,0.0246,3.4471,3.608
KURA,-1.5892,0.0,0.0466,-0.3755,13.1626,13.3086
GTHX,-2.2936,0.0,0.0,-0.2377,29.873,29.9412
TK,-0.889,0.0,6.2654,-0.0979,1.1959,1.3088
MRNS,-0.9063,0.0,0.0,-0.5375,10.5261,10.702
GPRE,0.3845,33.6154,0.5456,0.0168,0.4459,1.4473
TERP,0.0592,160.2857,2.7869,0.006,0.8028,0.7282
RS,8.9973,8.0418,0.4717,0.1356,1.9604,4.6989
HIBB,1.8351,12.5,0.01,0.1096,0.6935,3.0006
ALGN,5.0039,41.886,0.0,0.3194,1.6969,1.882
HEI,1.9507,42.7704,0.3808,0.1854,1.0512,2.5982
CFR,6.9882,12.6169,0.0698,0.135,0.1389,0.1476
YPF,98.156,5.1285,0.9328,0.1075,1.0315,1.1645
LGIH,6.8356,6.5631,0.9944,0.2367,0.5735,8.7372
CMG,6.3537,67.9984,0.0,0.1225,1.7096,1.8107
REG,1.4703,39.9184,0.5806,0.0389,1.0934,1.5756
AVXL,-0.3842,0.0,0.0,-0.8517,5.9164,6.2355
AXDX,-1.6297,0.0,2.0928,-1.5395,21.6847,22.8829
RPM,2.5258,19.4118,1.3332,0.2071,1.3492,2.4544
BNS,6.972,10.1971,1.6365,0.131,0.3763,0.3887
BWXT,2.2989,16.6943,3.2582,0.9631,1.1679,1.4375
WOW,-1.0956,0.0,-7.9073,0.3121,0.4328,0.5016
PRMW,-1.4233,0.0,2.0273,-0.5804,0.5934,0.9737
WOR,3.2123,14.9844,0.8167,0.212,1.0738,1.9186
NIHD,-1.4184,0.0,-0.7086,1.4031,0.5563,1.4536
NUVA,0.2427,206.5,0.722,0.015,1.7649,3.4448
ADVM,-1.1552,0.0,0.0,-0.361,19.2255,19.4751
SWIR,-0.6863,0.0,0.0974,-0.0554,1.3707,1.6988
BIOS,-0.4913,0.0,0.8947,-0.0858,1.444,1.9476
DNKN,2.7835,23.3164,-4.2681,-0.3225,1.3658,1.5076
FRAN,5.1613,12.4186,0.0,0.136,1.4781,2.6037
HUBS,-1.6269,0.0,1.3031,-0.2609,2.846,3.0059
FRPT,-0.1509,0.0,0.0,-0.0441,1.0914,1.6994
ARAY,-0.2791,0.0,2.6953,-0.4914,0.9415,1.6771
QUOT,-0.2975,0.0,0.4097,-0.0745,4.7213,4.8304
COLD,0.3122,82.3871,2.128,0.0679,1.6136,1.8102
DERM,-5.2596,0.0,-34.715,24.5093,8.2884,8.6993
NS,1.9225,0.0,1.3866,0.0912,0.377,2.3099
FMX,14.4102,149.2628,0.5438,0.1212,1.2025,1.7504
GLIBA,-8.0891,0.0,0.7001,-0.2032,0.6235,0.6946
HTLD,0.8871,20.7955,0.0,0.118,3.2525,3.5942
VRNS,-0.9699,0.0,0.0,-0.2279,1.6546,1.7705
EV,3.224,13.5285,1.3148,0.3449,3.4792,7.4873
AYTU,-5.6776,0.0,0.0,-0.7589,2.2656,2.7897
PKG,7.8097,10.6726,0.9365,0.2762,1.8215,3.0495
CINF,1.7636,43.9886,0.1065,0.0366,0.7086,0.7086
ANY,-13.5624,0.0,-0.107,4.6742,0.1539,0.3628
NAV,3.4389,9.7355,-1.3907,-0.0865,1.1056,1.3491
DENN,0.6981,23.5652,-2.378,-0.3277,0.3486,0.5025
CLX,6.3548,20.9608,3.4201,1.1336,0.6092,1.0925
VGR,0.3927,26.3259,-2.9975,-0.106,1.5475,1.7987
HII,19.4625,9.9691,0.8463,0.5515,0.269,0.9541
GLRE,-9.6205,0.0,0.1592,-0.7334,1.6305,1.8021
PRGO,0.9643,40.7895,0.5721,0.0231,1.0565,1.8877
RRR,1.3517,8.9079,5.4951,0.3032,0.5083,0.7851
SINA,1.7583,29.9665,0.3541,0.0462,2.5972,2.9141
PRAH,2.3687,38.3167,1.0357,0.1473,0.793,0.8704
MSA,3.2276,29.1858,0.5701,0.1959,1.5734,2.328
SQNS,-0.4527,0.0,-8.4981,7.2174,0.9289,1.5871
ACM,0.8488,38.1163,0.8861,0.0333,0.6843,1.1628
HLI,2.6151,15.8152,0.0129,0.202,0.8218,0.8553
CMP,2.0324,20.6386,2.5263,0.1274,1.1952,2.5457
FTNT,1.9499,35.9337,0.0,0.3288,1.6667,1.7677
